,,,10mgL,10000,1000,100
10000,14,-7
11000,15,-8
12000,6,-2
13000,4,0
14000,9,-4
15000,10,-7
16000,7,-2
17000,7,-1
18000,9,-5
19000,8,-5
20000,7,5
21000,6,0
22000,7,-2
23000,8,-1
24000,7,-1
25000,7,-1
26000,8,1
27000,7,-2
28000,8,7
29000,9,3
30000,9,2
31000,11,2
32000,11,7
33000,11,5
34000,9,3
35000,11,3
36000,14,7
37000,9,5
38000,15,8
39000,12,7
40000,15,7
41000,13,7
42000,12,6
43000,11,10
44000,17,7
45000,14,10
46000,17,9
47000,12,9
48000,17,8
49000,14,12
50000,14,12
51000,15,10
52000,17,11
53000,14,13
54000,16,10
55000,17,13
56000,17,13
57000,14,14
58000,14,12
59000,18,14
60000,17,15
61000,20,16
62000,17,17
63000,18,14
64000,20,15
65000,16,20
66000,17,18
67000,19,16
68000,18,16
69000,18,18
70000,19,18
71000,18,21
72000,16,20
73000,18,21
74000,18,21
75000,17,20
76000,16,21
77000,18,21
78000,17,21
79000,18,22
80000,18,23
81000,18,24
82000,17,24
83000,18,22
84000,18,26
85000,18,24
86000,14,25
87000,18,27
88000,17,27
89000,19,28
90000,16,27
91000,16,25
92000,17,30
93000,17,30
94000,16,31
95000,13,30
96000,18,33
97000,18,33
98000,14,33
99000,16,34
100000,17,34
101000,17,35
102000,14,35
103000,15,35
104000,16,36
105000,16,34
106000,12,34
107000,15,37
108000,13,38
