,,,10mgL_test,10000,1000,100
10000,13,-7
11000,15,-11
12000,5,-1
13000,4,-1
14000,9,-5
15000,8,-5
16000,6,-3
17000,8,0
18000,7,-4
19000,11,-6
20000,5,3
21000,6,3
22000,6,-2
23000,7,0
24000,8,0
25000,8,2
26000,8,0
27000,8,-2
28000,10,5
29000,9,3
30000,10,3
31000,9,4
32000,11,5
33000,11,3
34000,10,3
35000,9,2
36000,14,5
37000,9,3
38000,13,7
39000,13,4
40000,14,7
41000,13,5
42000,12,7
43000,16,9
44000,17,6
45000,12,7
46000,16,7
47000,14,8
48000,16,10
49000,16,8
50000,15,9
51000,15,12
52000,15,9
53000,14,10
54000,14,12
55000,16,11
56000,18,13
57000,15,13
58000,12,17
59000,19,13
60000,19,14
61000,17,12
62000,18,15
63000,17,14
64000,20,14
65000,16,15
66000,16,18
67000,19,18
68000,18,16
69000,20,19
70000,19,18
71000,18,21
72000,18,18
73000,18,21
74000,18,19
75000,20,19
76000,19,22
77000,19,23
78000,19,24
79000,18,23
80000,19,23
81000,20,23
82000,16,23
83000,19,23
84000,18,25
85000,17,24
86000,20,23
87000,19,27
88000,17,26
89000,18,30
90000,16,27
91000,15,25
92000,17,29
93000,17,31
94000,16,28
95000,15,30
96000,17,30
97000,17,33
98000,16,32
99000,13,30
100000,15,32
101000,14,31
102000,15,33
103000,13,36
104000,14,36
105000,14,36
106000,12,35
107000,16,37
108000,15,36
