#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor, unit
#nh4h2po4_2,20.0,1000,200,450,4,1,1,1.0152170736012073e-08,mgL
freq, real, imaginary, concentration
,freq,50.0,100.0,200.0,400.0,800.0
0,1000,177.343,177.324,177.337,177.300,177.311
1,1200,174.536,174.461,174.483,174.353,174.378
2,1400,166.111,165.684,165.699,164.923,165.039
3,1600,142.827,140.297,139.884,135.267,135.567
4,1800,140.876,138.296,137.538,132.991,133.127
5,2000,147.356,145.582,144.865,142.077,142.034
6,2200,144.098,142.110,141.116,138.112,137.891
7,2400,134.579,131.802,130.240,126.223,125.879
8,2600,122.227,118.505,116.265,111.325,110.691
9,2800,118.590,114.702,112.294,107.466,106.718
10,3000,118.028,114.291,111.801,107.380,106.577
11,3200,114.510,110.666,108.020,103.665,102.834
12,3400,109.155,105.204,102.423,97.970,97.125
13,3600,103.736,99.772,96.780,92.767,91.702
14,3800,101.672,97.525,94.739,90.844,90.000
15,4000,100.440,96.362,93.719,89.685,88.869
16,4200,97.996,94.181,91.255,88.104,87.246
17,4400,95.349,91.341,88.711,85.400,84.599
18,4600,92.887,88.904,86.318,83.182,82.373
19,4800,91.826,87.948,85.426,82.429,81.621
20,5000,90.642,87.103,84.755,81.626,80.988
21,5200,89.493,85.766,83.342,80.641,79.871
22,5400,88.006,84.331,81.999,79.396,78.680
23,5600,86.679,83.097,80.770,78.346,77.612
24,5800,86.015,82.467,80.198,77.885,77.197
25,6000,85.464,81.974,79.778,77.538,76.866
26,6200,84.674,81.252,79.099,77.003,76.303
27,6400,83.705,80.343,78.277,76.208,75.552
28,6600,82.875,79.569,77.576,75.589,74.947
29,6800,82.461,79.201,77.199,75.355,74.733
30,7000,82.038,78.832,76.931,75.097,74.479
31,7200,81.617,78.407,76.580,74.809,74.203
32,7400,81.083,77.985,76.161,74.430,73.849
33,7600,80.616,77.549,75.758,74.099,73.543
34,7800,80.302,77.320,75.543,73.950,73.395
35,8000,79.942,77.054,75.298,73.808,73.202
36,8200,79.397,76.928,75.027,73.583,73.141
37,8400,79.262,76.375,74.763,73.282,72.770
38,8600,78.959,76.139,74.500,73.111,72.594
39,8800,78.753,75.988,74.382,73.014,72.516
40,9000,78.519,75.790,74.198,72.875,72.371
41,9200,78.266,75.560,74.018,72.714,72.227
42,9400,77.994,75.334,73.856,72.582,72.095
43,9600,77.775,75.163,73.690,72.467,71.990
44,9800,77.643,75.076,73.629,72.356,71.837
45,10000,77.653,74.800,73.532,72.302,71.877
46,10200,77.202,74.765,73.368,72.118,71.646
47,10400,77.037,74.470,73.139,72.076,71.648
48,10600,76.873,74.408,73.078,71.976,71.557
49,10800,76.760,74.333,72.995,71.933,71.508
50,11000,76.642,74.227,72.934,71.883,71.489
51,11200,76.524,74.145,72.870,71.839,71.438
52,11400,76.367,74.041,72.790,71.755,71.389
53,11600,76.257,73.951,72.727,71.724,71.337
54,11800,76.142,73.886,72.666,71.693,71.300
55,12000,76.049,73.788,72.620,71.617,71.269
56,12200,76.096,73.672,72.704,71.678,71.209
