#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor, unit
#[Anh4cl_5,20.0,1000,200,450,4,1,1,1.0152170736012073e-08,mgL
freq, real, imaginary, concentration
1000,-16440,1000,0.625
1200,-8716,1200,0.625
1400,-1890,1400,0.625
1600,998,1600,0.625
1800,543,1800,0.625
2000,-671,2000,0.625
2200,-947,2200,0.625
2400,-460,2400,0.625
2600,-27,2600,0.625
2800,-94,2800,0.625
3000,-355,3000,0.625
3200,-417,3200,0.625
3400,-270,3400,0.625
3600,-143,3600,0.625
3800,-179,3800,0.625
4000,-268,4000,0.625
4200,-274,4200,0.625
4400,-200,4400,0.625
4600,-147,4600,0.625
4800,-174,4800,0.625
5000,-219,5000,0.625
5200,-207,5200,0.625
5400,-155,5400,0.625
5600,-125,5600,0.625
5800,-142,5800,0.625
6000,-169,6000,0.625
6200,-160,6200,0.625
6400,-125,6400,0.625
6600,-101,6600,0.625
6800,-107,6800,0.625
7000,-125,7000,0.625
7200,-124,7200,0.625
7400,-107,7400,0.625
7600,-100,7600,0.625
7800,-105,7800,0.625
8000,-110,8000,0.625
8200,-101,8200,0.625
8400,-87,8400,0.625
8600,-83,8600,0.625
8800,-90,8800,0.625
9000,-91,9000,0.625
9200,-83,9200,0.625
9400,-69,9400,0.625
9600,-67,9600,0.625
9800,-72,9800,0.625
10000,-76,10000,0.625
10200,-65,10200,0.625
10400,-53,10400,0.625
10600,-46,10600,0.625
10800,-49,10800,0.625
11000,-52,11000,0.625
11200,-50,11200,0.625
11400,-45,11400,0.625
11600,-43,11600,0.625
11800,-41,11800,0.625
12000,-39,12000,0.625
12200,-36,12200,0.625
12400,-31,12400,0.625
12600,-32,12600,0.625
12800,-31,12800,0.625
13000,-26,13000,0.625
13200,-19,13200,0.625
13400,-14,13400,0.625
13600,-14,13600,0.625
13800,-16,13800,0.625
14000,-12,14000,0.625
14200,-5,14200,0.625
14400,0,14400,0.625
14600,4,14600,0.625
14800,-1,14800,0.625
15000,4,15000,0.625
15200,7,15200,0.625
15400,10,15400,0.625
15600,13,15600,0.625
15800,15,15800,0.625
16000,18,16000,0.625
16200,22,16200,0.625
16400,32,16400,0.625
16600,27,16600,0.625
16800,29,16800,0.625
17000,33,17000,0.625
17200,38,17200,0.625
17400,44,17400,0.625
17600,44,17600,0.625
17800,44,17800,0.625
18000,47,18000,0.625
18200,55,18200,0.625
18400,64,18400,0.625
18600,64,18600,0.625
18800,65,18800,0.625
19000,66,19000,0.625
19200,66,19200,0.625
19400,70,19400,0.625
19600,76,19600,0.625
19800,79,19800,0.625
20000,81,20000,0.625
20200,85,20200,0.625
20400,90,20400,0.625
20600,90,20600,0.625
20800,94,20800,0.625
21000,98,21000,0.625
21200,103,21200,0.625
21400,105,21400,0.625
21600,107,21600,0.625
21800,112,21800,0.625
22000,116,22000,0.625
22200,123,22200,0.625
22400,125,22400,0.625
22600,126,22600,0.625
22800,130,22800,0.625
23000,132,23000,0.625
23200,138,23200,0.625
23400,138,23400,0.625
23600,142,23600,0.625
23800,145,23800,0.625
24000,152,24000,0.625
24200,155,24200,0.625
24400,160,24400,0.625
24600,162,24600,0.625
24800,165,24800,0.625
25000,171,25000,0.625
25200,174,25200,0.625
25400,174,25400,0.625
25600,179,25600,0.625
25800,184,25800,0.625
26000,191,26000,0.625
26200,197,26200,0.625
26400,201,26400,0.625
26600,201,26600,0.625
26800,204,26800,0.625
27000,206,27000,0.625
27200,211,27200,0.625
27400,213,27400,0.625
27600,218,27600,0.625
27800,223,27800,0.625
28000,227,28000,0.625
28200,230,28200,0.625
28400,236,28400,0.625
28600,239,28600,0.625
28800,243,28800,0.625
29000,248,29000,0.625
29200,251,29200,0.625
29400,255,29400,0.625
29600,260,29600,0.625
29800,263,29800,0.625
30000,268,30000,0.625
30200,272,30200,0.625
30400,277,30400,0.625
30600,282,30600,0.625
30800,283,30800,0.625
31000,288,31000,0.625
31200,292,31200,0.625
31400,296,31400,0.625
31600,300,31600,0.625
31800,305,31800,0.625
32000,306,32000,0.625
