,,,0.625mgL,10000,1000,100
10000,14,-7
11000,14,-10
12000,6,-2
13000,4,0
14000,9,-4
15000,9,-3
16000,7,-4
17000,6,-1
18000,7,-1
19000,9,-4
20000,6,1
21000,6,0
22000,9,-2
23000,9,-1
24000,9,1
25000,9,4
26000,8,1
27000,6,0
28000,8,7
29000,9,3
30000,10,2
31000,9,2
32000,10,3
33000,12,5
34000,9,0
35000,11,4
36000,15,7
37000,11,8
38000,12,7
39000,13,6
40000,13,8
41000,12,5
42000,11,7
43000,14,10
44000,16,7
45000,14,6
46000,18,8
47000,15,9
48000,18,9
49000,15,9
50000,14,12
51000,16,11
52000,17,10
53000,13,7
54000,17,12
55000,17,13
56000,19,9
57000,15,13
58000,17,15
59000,17,12
60000,18,13
61000,19,13
62000,17,16
63000,21,15
64000,18,15
65000,17,14
66000,17,18
67000,17,16
68000,18,17
69000,17,18
70000,18,18
71000,19,20
72000,19,20
73000,17,22
74000,18,21
75000,17,19
76000,20,23
77000,19,22
78000,17,24
79000,18,22
80000,18,23
81000,17,22
82000,19,25
83000,17,25
84000,20,25
85000,18,25
86000,12,25
87000,18,26
88000,17,27
89000,19,27
90000,16,26
91000,14,28
92000,18,29
93000,17,30
94000,17,30
95000,15,29
96000,19,31
97000,15,34
98000,14,34
99000,16,32
100000,17,33
101000,17,33
102000,14,33
103000,14,35
104000,15,35
105000,16,36
106000,13,37
107000,15,38
108000,13,38
