#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor, unit
#nh4cl_mid_2,20.0,1000,20,100,4,2,1,2.1318461803619654e-08,mgL
freq, real, imaginary, concentration
1000,-21124,1000,50.0
1020,-20378,1020,50.0
1040,-19506,1040,50.0
1060,-18606,1060,50.0
1080,-17721,1080,50.0
1100,-16834,1100,50.0
1120,-15894,1120,50.0
1140,-14943,1140,50.0
1160,-14077,1160,50.0
1180,-13174,1180,50.0
1200,-12315,1200,50.0
1220,-11485,1220,50.0
1240,-10676,1240,50.0
1260,-9891,1260,50.0
1280,-9157,1280,50.0
1300,-8445,1300,50.0
1320,-7766,1320,50.0
1340,-7124,1340,50.0
1360,-6514,1360,50.0
1380,-5935,1380,50.0
1400,-5380,1400,50.0
1420,-4872,1420,50.0
1440,-4397,1440,50.0
1460,-3945,1460,50.0
1480,-3540,1480,50.0
1500,-3170,1500,50.0
1520,-2843,1520,50.0
1540,-2559,1540,50.0
1560,-2318,1560,50.0
1580,-2116,1580,50.0
1600,-1954,1600,50.0
1620,-1836,1620,50.0
1640,-1749,1640,50.0
1660,-1711,1660,50.0
1680,-1693,1680,50.0
1700,-1711,1700,50.0
1720,-1754,1720,50.0
1740,-1821,1740,50.0
1760,-1902,1760,50.0
1780,-1998,1780,50.0
1800,-2110,1800,50.0
1820,-2225,1820,50.0
1840,-2340,1840,50.0
1860,-2466,1860,50.0
1880,-2579,1880,50.0
1900,-2690,1900,50.0
1920,-2787,1920,50.0
1940,-2876,1940,50.0
1960,-2958,1960,50.0
1980,-3020,1980,50.0
2000,-3078,2000,50.0
2020,-3117,2020,50.0
2040,-3151,2040,50.0
2060,-3167,2060,50.0
2080,-3178,2080,50.0
2100,-3175,2100,50.0
2120,-3168,2120,50.0
2140,-3147,2140,50.0
2160,-3122,2160,50.0
2180,-3086,2180,50.0
2200,-3047,2200,50.0
2220,-3001,2220,50.0
2240,-2950,2240,50.0
2260,-2894,2260,50.0
2280,-2832,2280,50.0
2300,-2763,2300,50.0
2320,-2698,2320,50.0
2340,-2626,2340,50.0
2360,-2548,2360,50.0
2380,-2474,2380,50.0
2400,-2396,2400,50.0
2420,-2315,2420,50.0
2440,-2232,2440,50.0
2460,-2157,2460,50.0
2480,-2080,2480,50.0
2500,-2010,2500,50.0
2520,-1938,2520,50.0
2540,-1873,2540,50.0
2560,-1814,2560,50.0
2580,-1763,2580,50.0
2600,-1716,2600,50.0
2620,-1683,2620,50.0
2640,-1652,2640,50.0
2660,-1631,2660,50.0
2680,-1610,2680,50.0
2700,-1603,2700,50.0
2720,-1598,2720,50.0
2740,-1600,2740,50.0
2760,-1607,2760,50.0
2780,-1615,2780,50.0
2800,-1631,2800,50.0
2820,-1643,2820,50.0
2840,-1659,2840,50.0
2860,-1673,2860,50.0
2880,-1686,2880,50.0
2900,-1701,2900,50.0
2920,-1711,2920,50.0
2940,-1721,2940,50.0
2960,-1727,2960,50.0
2980,-1732,2980,50.0
1000,-21156,1000,100.0
1020,-20401,1020,100.0
1040,-19501,1040,100.0
1060,-18570,1060,100.0
1080,-17668,1080,100.0
1100,-16776,1100,100.0
1120,-15840,1120,100.0
1140,-14880,1140,100.0
1160,-14010,1160,100.0
1180,-13109,1180,100.0
1200,-12247,1200,100.0
1220,-11414,1220,100.0
1240,-10616,1240,100.0
1260,-9839,1260,100.0
1280,-9110,1280,100.0
1300,-8394,1300,100.0
1320,-7729,1320,100.0
1340,-7093,1340,100.0
1360,-6488,1360,100.0
1380,-5914,1380,100.0
1400,-5368,1400,100.0
1420,-4864,1420,100.0
1440,-4383,1440,100.0
1460,-3933,1460,100.0
1480,-3515,1480,100.0
1500,-3141,1500,100.0
1520,-2802,1520,100.0
1540,-2506,1540,100.0
1560,-2260,1560,100.0
1580,-2057,1580,100.0
1600,-1889,1600,100.0
1620,-1766,1620,100.0
1640,-1679,1640,100.0
1660,-1628,1660,100.0
1680,-1615,1680,100.0
1700,-1636,1700,100.0
1720,-1675,1720,100.0
1740,-1738,1740,100.0
1760,-1823,1760,100.0
1780,-1921,1780,100.0
1800,-2033,1800,100.0
1820,-2147,1820,100.0
1840,-2267,1840,100.0
1860,-2390,1860,100.0
1880,-2503,1880,100.0
1900,-2615,1900,100.0
1920,-2712,1920,100.0
1940,-2805,1940,100.0
1960,-2875,1960,100.0
1980,-2936,1980,100.0
2000,-2989,2000,100.0
