#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor
#small_nano2_3,19.9,10000,300,300,4,2,1,2.2117844010575636e-08
freq, real, imaginary, concentration
10000,885,10000,0.625
10300,993,10300,0.625
10600,1092,10600,0.625
10900,1176,10900,0.625
11200,1259,11200,0.625
11500,1354,11500,0.625
11800,1433,11800,0.625
12100,1521,12100,0.625
12400,1607,12400,0.625
12700,1683,12700,0.625
13000,1768,13000,0.625
13300,1855,13300,0.625
13600,1936,13600,0.625
13900,2004,13900,0.625
14200,2099,14200,0.625
14500,2186,14500,0.625
14800,2256,14800,0.625
15100,2333,15100,0.625
15400,2410,15400,0.625
15700,2488,15700,0.625
16000,2563,16000,0.625
16300,2641,16300,0.625
16600,2713,16600,0.625
16900,2788,16900,0.625
17200,2865,17200,0.625
17500,2939,17500,0.625
17800,3012,17800,0.625
18100,3088,18100,0.625
18400,3167,18400,0.625
18700,3236,18700,0.625
19000,3304,19000,0.625
19300,3376,19300,0.625
19600,3442,19600,0.625
19900,3519,19900,0.625
20200,3590,20200,0.625
20500,3663,20500,0.625
20800,3731,20800,0.625
21100,3806,21100,0.625
21400,3880,21400,0.625
21700,3950,21700,0.625
22000,4022,22000,0.625
22300,4093,22300,0.625
22600,4163,22600,0.625
22900,4233,22900,0.625
23200,4302,23200,0.625
23500,4370,23500,0.625
23800,4471,23800,0.625
24100,4510,24100,0.625
24400,4573,24400,0.625
24700,4640,24700,0.625
25000,4727,25000,0.625
25300,4780,25300,0.625
25600,4846,25600,0.625
25900,4918,25900,0.625
26200,4992,26200,0.625
26500,5061,26500,0.625
26800,5126,26800,0.625
27100,5191,27100,0.625
27400,5261,27400,0.625
27700,5330,27700,0.625
28000,5402,28000,0.625
28300,5463,28300,0.625
28600,5534,28600,0.625
28900,5596,28900,0.625
29200,5663,29200,0.625
29500,5727,29500,0.625
29800,5791,29800,0.625
30100,5863,30100,0.625
30400,5929,30400,0.625
30700,5993,30700,0.625
31000,6057,31000,0.625
31300,6115,31300,0.625
31600,6186,31600,0.625
31900,6251,31900,0.625
32200,6315,32200,0.625
32500,6379,32500,0.625
32800,6442,32800,0.625
33100,6506,33100,0.625
33400,6564,33400,0.625
33700,6635,33700,0.625
34000,6699,34000,0.625
34300,6762,34300,0.625
34600,6822,34600,0.625
34900,6887,34900,0.625
35200,6950,35200,0.625
35500,7015,35500,0.625
35800,7077,35800,0.625
36100,7141,36100,0.625
36400,7201,36400,0.625
36700,7260,36700,0.625
37000,7320,37000,0.625
37300,7386,37300,0.625
37600,7447,37600,0.625
37900,7507,37900,0.625
38200,7569,38200,0.625
38500,7622,38500,0.625
38800,7689,38800,0.625
39100,7753,39100,0.625
39400,7817,39400,0.625
39700,7873,39700,0.625
40000,7977,40000,0.625
40300,7999,40300,0.625
40600,8058,40600,0.625
40900,8117,40900,0.625
41200,8176,41200,0.625
41500,8235,41500,0.625
41800,8296,41800,0.625
42100,8356,42100,0.625
42400,8413,42400,0.625
42700,8472,42700,0.625
43000,8535,43000,0.625
43300,8593,43300,0.625
43600,8656,43600,0.625
43900,8716,43900,0.625
44200,8774,44200,0.625
44500,8830,44500,0.625
44800,8888,44800,0.625
45100,8943,45100,0.625
45400,8959,45400,0.625
45700,9062,45700,0.625
46000,9119,46000,0.625
46300,9174,46300,0.625
46600,9229,46600,0.625
46900,9291,46900,0.625
47200,9347,47200,0.625
47500,9405,47500,0.625
47800,9463,47800,0.625
48100,9522,48100,0.625
48400,9581,48400,0.625
48700,9636,48700,0.625
49000,9694,49000,0.625
49300,9750,49300,0.625
49600,9804,49600,0.625
49900,9856,49900,0.625
50200,9912,50200,0.625
50500,9967,50500,0.625
50800,10024,50800,0.625
51100,10077,51100,0.625
51400,10134,51400,0.625
51700,10192,51700,0.625
52000,10249,52000,0.625
52300,10303,52300,0.625
52600,10364,52600,0.625
52900,10414,52900,0.625
53200,10469,53200,0.625
53500,10524,53500,0.625
53800,10577,53800,0.625
54100,10628,54100,0.625
54400,10678,54400,0.625
54700,10735,54700,0.625
55000,10788,55000,0.625
55300,10840,55300,0.625
55600,11011,55600,0.625
55900,10950,55900,0.625
56200,11004,56200,0.625
56500,11060,56500,0.625
56800,11115,56800,0.625
57100,11165,57100,0.625
57400,11217,57400,0.625
57700,11247,57700,0.625
58000,11320,58000,0.625
58300,11366,58300,0.625
58600,11419,58600,0.625
58900,11470,58900,0.625
59200,11523,59200,0.625
59500,11574,59500,0.625
59800,11627,59800,0.625
60100,11679,60100,0.625
60400,11732,60400,0.625
60700,11782,60700,0.625
61000,11835,61000,0.625
61300,11885,61300,0.625
61600,11934,61600,0.625
61900,11981,61900,0.625
62200,12028,62200,0.625
62500,11868,62500,0.625
62800,12129,62800,0.625
63100,12177,63100,0.625
63400,12225,63400,0.625
63700,12274,63700,0.625
64000,12324,64000,0.625
64300,12375,64300,0.625
64600,12424,64600,0.625
64900,12474,64900,0.625
65200,12514,65200,0.625
65500,12570,65500,0.625
65800,12621,65800,0.625
66100,12662,66100,0.625
66400,12710,66400,0.625
66700,12761,66700,0.625
67000,12805,67000,0.625
67300,12850,67300,0.625
67600,12895,67600,0.625
67900,12940,67900,0.625
68200,12997,68200,0.625
68500,13044,68500,0.625
68800,13086,68800,0.625
69100,13132,69100,0.625
69400,13181,69400,0.625
69700,13226,69700,0.625
70000,13269,70000,0.625
70300,13316,70300,0.625
70600,13353,70600,0.625
70900,13403,70900,0.625
71200,13442,71200,0.625
71500,13376,71500,0.625
71800,13536,71800,0.625
72100,13578,72100,0.625
72400,13624,72400,0.625
72700,13669,72700,0.625
73000,13715,73000,0.625
73300,13761,73300,0.625
73600,13801,73600,0.625
73900,13845,73900,0.625
74200,13888,74200,0.625
74500,13932,74500,0.625
74800,13974,74800,0.625
75100,14014,75100,0.625
75400,14055,75400,0.625
75700,14095,75700,0.625
76000,14136,76000,0.625
76300,14180,76300,0.625
76600,14221,76600,0.625
76900,14217,76900,0.625
77200,14305,77200,0.625
77500,14349,77500,0.625
77800,14389,77800,0.625
78100,14431,78100,0.625
78400,14469,78400,0.625
78700,14511,78700,0.625
79000,14546,79000,0.625
79300,14588,79300,0.625
79600,14624,79600,0.625
79900,14666,79900,0.625
80200,14703,80200,0.625
80500,14742,80500,0.625
80800,14788,80800,0.625
81100,14823,81100,0.625
81400,14868,81400,0.625
81700,14901,81700,0.625
82000,14941,82000,0.625
82300,14979,82300,0.625
82600,15017,82600,0.625
82900,15053,82900,0.625
83200,15121,83200,0.625
83500,15123,83500,0.625
83800,15159,83800,0.625
84100,15191,84100,0.625
84400,15234,84400,0.625
84700,15266,84700,0.625
85000,15303,85000,0.625
