,,,10mgL,10000,1000,100
10000,16,-8
11000,17,-10
12000,8,-2
13000,8,0
14000,11,-5
15000,12,-5
16000,10,-5
17000,11,-2
18000,12,-4
19000,16,-6
20000,12,2
21000,11,1
22000,14,-3
23000,13,-2
24000,15,0
25000,16,2
26000,15,-1
27000,13,-1
28000,18,5
29000,19,3
30000,18,2
31000,20,2
32000,18,5
33000,21,5
34000,22,6
35000,20,3
36000,23,10
37000,20,9
38000,25,11
39000,23,7
40000,25,9
41000,24,7
42000,23,9
43000,30,8
44000,28,12
45000,29,10
46000,27,11
47000,27,11
48000,29,13
49000,29,13
50000,26,13
51000,27,13
52000,30,14
53000,27,20
54000,29,16
55000,30,18
56000,32,21
57000,29,18
58000,25,22
59000,33,19
60000,31,20
61000,29,22
62000,30,22
63000,35,21
64000,33,22
65000,30,24
66000,34,27
67000,34,25
68000,35,27
69000,34,30
70000,35,28
71000,33,31
72000,36,32
73000,35,32
74000,32,31
75000,32,32
76000,36,32
77000,35,35
78000,35,35
79000,34,36
80000,35,37
81000,35,37
82000,36,41
83000,34,37
84000,35,41
85000,35,41
86000,36,37
87000,35,45
88000,34,45
89000,33,47
90000,32,48
91000,31,45
92000,34,48
93000,35,50
94000,33,50
95000,32,50
96000,34,53
97000,32,54
98000,32,54
99000,29,55
100000,31,57
101000,28,56
102000,32,59
103000,29,58
104000,33,59
105000,31,59
106000,28,60
107000,27,62
108000,29,64
