#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor, unit
#nh4h2po4_8,20.0,1000,200,450,4,1,1,1.0152170736012073e-08,mgL
freq, real, imaginary, concentration
1000,-16135,1000,0.625
1200,-8489,1200,0.625
1400,-1658,1400,0.625
1600,1187,1600,0.625
1800,712,1800,0.625
2000,-517,2000,0.625
2200,-814,2200,0.625
2400,-336,2400,0.625
2600,80,2600,0.625
2800,2,2800,0.625
3000,-268,3000,0.625
3200,-341,3200,0.625
3400,-200,3400,0.625
3600,-83,3600,0.625
3800,-128,3800,0.625
4000,-223,4000,0.625
4200,-234,4200,0.625
4400,-166,4400,0.625
4600,-122,4600,0.625
4800,-153,4800,0.625
5000,-203,5000,0.625
5200,-197,5200,0.625
5400,-149,5400,0.625
5600,-124,5600,0.625
5800,-146,5800,0.625
6000,-179,6000,0.625
6200,-174,6200,0.625
6400,-143,6400,0.625
6600,-124,6600,0.625
6800,-133,6800,0.625
7000,-154,7000,0.625
7200,-157,7200,0.625
7400,-145,7400,0.625
7600,-141,7600,0.625
7800,-150,7800,0.625
8000,-159,8000,0.625
8200,-154,8200,0.625
8400,-143,8400,0.625
8600,-143,8600,0.625
8800,-153,8800,0.625
9000,-158,9000,0.625
9200,-152,9200,0.625
9400,-145,9400,0.625
9600,-142,9600,0.625
9800,-151,9800,0.625
10000,-155,10000,0.625
10200,-149,10200,0.625
10400,-140,10400,0.625
10600,-136,10600,0.625
10800,-142,10800,0.625
11000,-149,11000,0.625
11200,-149,11200,0.625
11400,-145,11400,0.625
11600,-146,11600,0.625
11800,-148,11800,0.625
12000,-149,12000,0.625
12200,-148,12200,0.625
12400,-147,12400,0.625
12600,-149,12600,0.625
12800,-152,12800,0.625
13000,-151,13000,0.625
13200,-144,13200,0.625
13400,-142,13400,0.625
13600,-145,13600,0.625
13800,-148,13800,0.625
14000,-148,14000,0.625
14200,-141,14200,0.625
14400,-139,14400,0.625
14600,-138,14600,0.625
14800,-141,14800,0.625
15000,-144,15000,0.625
15200,-141,15200,0.625
15400,-140,15400,0.625
15600,-142,15600,0.625
15800,-143,15800,0.625
16000,-142,16000,0.625
16200,-140,16200,0.625
16400,-134,16400,0.625
16600,-141,16600,0.625
16800,-141,16800,0.625
17000,-138,17000,0.625
17200,-136,17200,0.625
17400,-133,17400,0.625
17600,-137,17600,0.625
17800,-137,17800,0.625
18000,-135,18000,0.625
18200,-132,18200,0.625
18400,-126,18400,0.625
18600,-126,18600,0.625
18800,-130,18800,0.625
19000,-131,19000,0.625
19200,-130,19200,0.625
19400,-128,19400,0.625
19600,-127,19600,0.625
19800,-125,19800,0.625
20000,-125,20000,0.625
20200,-125,20200,0.625
20400,-122,20400,0.625
20600,-126,20600,0.625
20800,-123,20800,0.625
21000,-120,21000,0.625
21200,-119,21200,0.625
21400,-118,21400,0.625
21600,-119,21600,0.625
21800,-119,21800,0.625
22000,-115,22000,0.625
22200,-115,22200,0.625
22400,-112,22400,0.625
22600,-112,22600,0.625
22800,-112,22800,0.625
23000,-111,23000,0.625
23200,-108,23200,0.625
23400,-108,23400,0.625
23600,-108,23600,0.625
23800,-107,23800,0.625
24000,-105,24000,0.625
24200,-101,24200,0.625
24400,-101,24400,0.625
24600,-102,24600,0.625
24800,-104,24800,0.625
25000,-98,25000,0.625
25200,-96,25200,0.625
25400,-98,25400,0.625
25600,-96,25600,0.625
25800,-95,25800,0.625
26000,-90,26000,0.625
26200,-88,26200,0.625
26400,-88,26400,0.625
26600,-89,26600,0.625
26800,-90,26800,0.625
27000,-89,27000,0.625
27200,-86,27200,0.625
27400,-82,27400,0.625
27600,-81,27600,0.625
27800,-81,27800,0.625
28000,-79,28000,0.625
28200,-79,28200,0.625
28400,-77,28400,0.625
28600,-75,28600,0.625
28800,-73,28800,0.625
29000,-71,29000,0.625
29200,-71,29200,0.625
29400,-70,29400,0.625
29600,-67,29600,0.625
29800,-66,29800,0.625
30000,-64,30000,0.625
30200,-61,30200,0.625
30400,-62,30400,0.625
30600,-57,30600,0.625
30800,-58,30800,0.625
31000,-58,31000,0.625
31200,-56,31200,0.625
31400,-52,31400,0.625
31600,-51,31600,0.625
31800,-49,31800,0.625
32000,-50,32000,0.625
32200,-47,32200,0.625
32400,-45,32400,0.625
32600,-43,32600,0.625
32800,-42,32800,0.625
33000,-38,33000,0.625
33200,-37,33200,0.625
33400,-36,33400,0.625
33600,-31,33600,0.625
33800,-29,33800,0.625
34000,-26,34000,0.625
34200,-25,34200,0.625
34400,-25,34400,0.625
34600,-25,34600,0.625
34800,-24,34800,0.625
35000,-22,35000,0.625
35200,-20,35200,0.625
35400,-18,35400,0.625
35600,-16,35600,0.625
35800,-15,35800,0.625
36000,-13,36000,0.625
36200,-11,36200,0.625
36400,-10,36400,0.625
36600,-8,36600,0.625
36800,-5,36800,0.625
37000,-4,37000,0.625
37200,-2,37200,0.625
37400,-2,37400,0.625
37600,0,37600,0.625
37800,2,37800,0.625
38000,4,38000,0.625
38200,6,38200,0.625
38400,7,38400,0.625
38600,10,38600,0.625
38800,12,38800,0.625
39000,13,39000,0.625
39200,14,39200,0.625
39400,19,39400,0.625
39600,18,39600,0.625
39800,19,39800,0.625
40000,20,40000,0.625
40200,25,40200,0.625
40400,28,40400,0.625
40600,32,40600,0.625
40800,32,40800,0.625
41000,34,41000,0.625
41200,37,41200,0.625
41400,38,41400,0.625
41600,43,41600,0.625
41800,47,41800,0.625
42000,49,42000,0.625
42200,49,42200,0.625
42400,49,42400,0.625
42600,51,42600,0.625
42800,54,42800,0.625
43000,57,43000,0.625
43200,58,43200,0.625
43400,60,43400,0.625
43600,65,43600,0.625
43800,69,43800,0.625
44000,69,44000,0.625
44200,70,44200,0.625
44400,70,44400,0.625
44600,72,44600,0.625
44800,73,44800,0.625
45000,71,45000,0.625
45200,80,45200,0.625
45400,83,45400,0.625
45600,87,45600,0.625
45800,89,45800,0.625
46000,92,46000,0.625
46200,92,46200,0.625
46400,92,46400,0.625
46600,94,46600,0.625
46800,97,46800,0.625
47000,101,47000,0.625
47200,104,47200,0.625
47400,104,47400,0.625
47600,107,47600,0.625
47800,109,47800,0.625
48000,110,48000,0.625
48200,115,48200,0.625
48400,116,48400,0.625
48600,118,48600,0.625
48800,121,48800,0.625
49000,124,49000,0.625
49200,128,49200,0.625
49400,128,49400,0.625
49600,132,49600,0.625
49800,135,49800,0.625
50000,138,50000,0.625
50200,139,50200,0.625
50400,142,50400,0.625
50600,144,50600,0.625
50800,149,50800,0.625
51000,151,51000,0.625
51200,155,51200,0.625
51400,155,51400,0.625
51600,161,51600,0.625
51800,166,51800,0.625
52000,167,52000,0.625
52200,170,52200,0.625
52400,172,52400,0.625
52600,173,52600,0.625
52800,176,52800,0.625
53000,180,53000,0.625
53200,183,53200,0.625
53400,187,53400,0.625
53600,189,53600,0.625
53800,193,53800,0.625
54000,194,54000,0.625
54200,195,54200,0.625
54400,201,54400,0.625
54600,202,54600,0.625
54800,208,54800,0.625
55000,210,55000,0.625
55200,210,55200,0.625
55400,213,55400,0.625
