#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor
#nh4no3_5,20.0,1000,200,450,4,1,1,1.0152170736012073e-08
freq, real, imaginary, concentration
,freq,0.65,1.25,2.5,5.0,7.5,10.0,15.0,30.0
24,5800,45762.1007624654,32402.540648500082,19061.75024727189,15342.47380883452,10906.978958310778,7424.448648246883,6913.293810597989,5189.709585152013
25,6000,45486.89970554881,32262.91220721133,19005.190974706627,15318.277261008488,10881.665534678172,7418.331730866636,6906.043461118732,5186.178327219277
26,6200,44850.7551742325,31931.29224243342,18885.81276329829,15252.21668257997,10842.166208849154,7403.314571663454,6887.215969848445,5177.153719088804
27,6400,44747.33006798396,31861.359203170716,18847.779870097467,15238.41279550285,10834.752653015137,7400.403192787237,6880.312389164589,5174.532151872648
28,6600,45383.886289728616,32127.515155019326,18927.924602157756,15302.11705291061,10866.55923860589,7417.962392473629,6893.0151930657275,5181.8631659713255
29,6800,45793.80010637613,32346.786680355537,19000.94873142194,15361.75125306279,10897.621970994995,7432.333314219442,6904.894867908033,5188.206002334398
30,7000,45725.74156632254,32318.657303938904,18993.452894254326,15359.451525646455,10901.191956312165,7433.297202476179,6903.746864555634,5187.416434508822
31,7200,45468.97964012616,32192.343541629223,18942.42984899069,15335.416109655662,10890.034255120196,7429.62934483629,6897.650116188605,5184.311108593661
32,7400,45400.50022779034,32123.544383984434,18920.68481253304,15327.788363038084,10888.078554019346,7426.865160230082,6892.288634777065,5181.907659108811
33,7600,45591.721455810584,32218.982366950055,18946.073290125973,15358.432639420369,10911.570492104789,7434.72269797703,6896.091286947405,5184.911626329659
34,7800,45749.561820836774,32301.6019235511,18957.033092243764,15382.324703811177,10920.943147956028,7441.081855921108,6898.081628900964,5186.655937891989
35,8000,45633.10329595805,32236.210969853844,18931.52890807285,15372.564633858523,10921.774085364616,7441.233883510094,6895.719457647908,5184.796161856038
36,8200,45322.82193423613,32111.820070033555,18880.54099232254,15350.476360805975,10918.560071818902,7436.078303696617,6890.713119428839,5182.81346008741
37,8400,45273.088755262586,32126.173744529224,18887.267762370255,15354.287675122237,10925.857482440124,7440.245085379528,6892.285850824182,5182.216432183365
38,8600,45481.77406180532,32210.73835680066,18919.632139551944,15382.415674052174,10943.227719646884,7448.5320469893795,6897.37994822535,5185.017882009406
39,8800,45491.26053381311,32219.28054482807,18926.94060100925,15396.786893589324,10956.27696381005,7453.646497722533,6897.3397707241875,5185.240966920487
40,9000,45359.13661024013,32123.544383984434,18886.866744806062,15384.445949505473,10956.714078300278,7452.40074676288,6892.286525721541,5183.07147016915
41,9200,45220.29726503054,32042.320855490052,18857.36201011533,15373.86571462887,10955.604754137334,7450.91869656556,6889.4285107819205,5181.398677300356
42,9400,45314.67273580446,32065.789933801836,18860.15825857143,15379.70695301985,10952.995362480719,7454.337241156058,6890.79405309749,5181.790552477491
43,9600,45460.81914646645,32149.980104498773,18888.522365812205,15400.632815557687,10956.750139701055,7462.481144353859,6895.1593346558675,5183.553060515682
44,9800,45386.66123991405,32158.710546839757,18892.210187111203,15410.045915749562,10954.981178356147,7466.2797863734995,6898.348885019021,5186.466274001542
45,10000,45172.31593013167,32052.743873277952,18859.529080636574,15392.595019629734,10951.579643235658,7465.501406749035,6895.138842879185,5185.782530794754
46,10200,45055.146083808475,31971.898235707202,18836.898483406087,15379.394074970385,10944.193790068144,7463.118543596997,6889.609165492967,5178.141427243735
47,10400,45086.899834619035,31974.810611598416,18835.423067513493,15387.279397627904,10947.357479991166,7465.715449743368,6889.223875821034,5180.584605378075
48,10600,45233.98458455427,32090.351131072424,18859.452339065356,15412.637682502236,10967.87531526205,7474.747545995891,6893.8929550625335,5182.963131376645
49,10800,45434.894565707924,32120.758547213252,18877.5176071154,15431.459985778865,10986.591434846265,7480.5700548607865,6896.822531195354,5184.4862452270345
50,11000,45448.04239607851,32098.312149073587,18866.5763578116,15428.45652370842,10985.74356681133,7483.00163614924,6897.763766680502,5183.695416843942
51,11200,45402.21712532521,32056.985533994844,18855.14456055624,15422.82424983107,10983.286487293337,7484.191787178938,6897.641795569722,5183.640383639231
52,11400,45344.955818315786,32037.19703752771,18846.87593243787,15419.053682431204,10987.89785560094,7486.280394276173,6896.450701927405,5183.0043092192445
53,11600,45196.9797556049,32026.577565368163,18857.027856952667,15427.835793462968,10998.898092516923,7490.193668031602,6899.073520368095,5183.66508986439
54,11800,45089.77655605115,32005.768991027133,18852.8453616508,15431.543876929107,10996.391817492751,7493.0226038768415,6897.87924945226,5182.9783281034015
55,12000,45028.06928941595,31985.19147394521,18844.923250084103,15428.205762379017,10994.909546525483,7494.594984238715,6897.09337760129,5182.747478545954
56,12200,45029.391386216914,31964.83368390923,18833.25913155461,15434.260189683706,11002.129720805318,7496.745141021848,6895.789803685592,5186.69212012165
57,12400,45010.168934105925,31965.40426385587,18835.702350501353,15440.030007026642,11006.425219533428,7500.949747478667,6898.656388932903,5182.385718929727
58,12600,44983.013616889635,31975.20819832394,18838.90448919581,15439.269806986562,11011.48329632165,7503.742642893077,6898.930277309377,5183.671693563717
59,12800,44878.05346945039,31902.531899300946,18823.83775261385,15426.163979439245,11011.335091533692,7504.180909837221,6898.652869729451,5181.720279403837
60,13000,44716.77170801752,31851.53635737647,18811.94545789035,15414.930240924008,11013.325622116237,7505.424270765295,6898.125388504588,5181.602310814142
61,13200,44641.137112287055,31842.62602382352,18813.630868340748,15415.414813540167,11009.970017452082,7507.70972250988,6897.51325259863,5181.175808385911
62,13400,44665.179389382836,31863.537920355422,18830.365753168397,15423.343599853712,11014.314303114646,7512.443592521096,6899.310512882669,5180.982667120902
63,13600,44742.316509971344,31873.69226792415,18836.927416595405,15434.380884830896,11027.426937019776,7516.738328147059,6901.212007544438,5181.866249262186
64,13800,44676.296004159776,31842.29991401691,18822.06197185405,15426.399884944842,11026.281559466026,7520.031803761253,6900.438152591132,5182.0936822348685
65,14000,44555.30639726482,31801.50884740536,18802.970183955516,15415.0971084543,11021.91420236568,7520.102854079514,6898.813269665688,5180.4729905726745
66,14200,44478.91316253603,31761.389290442065,18790.184637178267,15410.824628757893,11022.199051846721,7521.615704338731,6898.92142749929,5180.305861285293
67,14400,44522.86977760397,31782.412762864034,18803.10208022175,15413.391879436509,11027.456237719032,7525.667442735504,6901.544559781758,5180.774133496327
68,14600,44641.137112287055,31813.450608755564,18819.581463085942,15423.947147841422,11025.519508016687,7530.954436057852,6906.215478716194,5181.9211686138
69,14800,44715.4308814305,31772.40653382685,18815.991272853676,15432.071873403562,11026.819345678618,7533.601563837902,6904.872728425557,5182.604411212208
70,15000,44653.405750732716,31751.553012789336,18818.266366789274,15428.976064388502,11024.581735731077,7536.92902472831,6905.528198172538,5181.584638445377
71,15200,44634.55978448645,31741.69290652076,18809.546793866903,15424.829340262348,11030.029805293178,7539.203415453865,6905.186535179458,5181.59651081598
72,15400,44553.980042414056,31711.268663906492,18804.77654759712,15425.4642720776,11041.72352222514,7541.4454738915165,6904.44396003868,5181.662355202884
73,15600,44512.467197427475,31700.833647647363,18803.363825447253,15433.474319414063,11061.067778130913,7545.444347807381,6905.534477033348,5181.576214560416
74,15800,44389.698697985084,31690.864884680617,18802.33438011629,15431.998390016524,11079.467566537869,7547.692046900034,6907.131747524283,5181.844501423458
75,16000,44250.42202634879,31629.920031761405,18797.916708378336,15425.869065485196,11089.927244022158,7549.474978474584,6906.9565030960075,5179.730195780893
76,16200,44272.91246942049,31620.26400960746,18799.578491529235,15428.590520434933,11095.26445871214,7552.600393696095,6909.690408123982,5180.199429394625
77,16400,44278.10090508989,31661.40746592077,18814.849916471274,15437.705946142609,11083.610836673612,7556.62080612293,6909.562720348504,5180.117745559246
78,16600,44270.26528095053,31620.353618031837,18807.45381492911,15439.719312903218,11077.150689130573,7559.832033039751,6909.906937618339,5181.281490484141
79,16800,44168.56166332793,31589.842861706995,18799.153589090383,15440.522641710202,11063.670259597964,7561.278631923201,6908.946243208593,5180.429394118137
80,17000,44072.628229454145,31539.607102184662,18790.14600421001,15438.478051334898,11055.115993032145,7564.266660795222,6908.849798136293,5180.580320634982
81,17200,43996.66347557937,31529.796080870987,18791.590287125437,15438.385703578451,11051.174706412225,7566.530267828913,6909.266792767079,5180.2479701768925
82,17400,44058.14331581255,31540.014544023583,18789.893357310117,15441.079070200118,11052.257172931013,7570.682322093353,6910.544743411388,5180.20252404368
83,17600,44108.02084999565,31539.891663075836,18803.716033916517,15447.235478162129,11060.494842703809,7574.624057792168,6913.985149919334,5181.062342084194
84,17800,44086.977297811536,31479.414957601453,18795.316050015386,15440.885366310804,11058.406362845953,7576.072623043853,6912.667108091145,5180.1484043025575
85,18000,43969.175789646964,31489.759894898107,18771.351495564588,15431.893280295284,11055.530227391326,7573.867006254246,6913.585487720814,5180.58693404726
86,18200,43935.32665769216,31419.615676953774,18783.038859226366,15435.743401631235,11065.235255665533,7578.381793354045,6910.880840910097,5178.655497421934
87,18400,43923.43066639968,31439.808764164212,18794.668705572938,15444.560342453568,11072.44175184881,7582.197780433826,6912.8817214428345,5179.794715719794
88,18600,43862.36441156838,31469.960322737752,18804.040508065787,15461.980185123206,11083.803870567772,7588.313273832776,6915.142767965243,5180.856622343216
89,18800,43782.01220187315,31469.960322737752,18810.375400588317,15462.964565848053,11085.415054904657,7592.762059907836,6916.0118618198985,5181.230333061371
90,19000,43739.36631115513,31459.75522102041,18798.52775787278,15463.692827555897,11083.292012516997,7593.629085605104,6916.931029639423,5181.359107581669
91,19200,43677.40164203256,31399.675226857868,18793.550722698954,15454.990719521653,11077.27536986624,7596.297407480761,6917.826269479213,5180.358811033461
92,19400,43602.84369133636,31359.73313501129,18795.421780171408,15455.189330360805,11072.473021814596,7597.240259985883,6918.308881807763,5180.180689693833
93,19600,43620.81432548274,31349.79522259784,18800.261956697108,15462.092387792654,11072.792102537642,7600.831517797721,6920.354258516303,5178.921784659415
94,19800,43564.36116534976,31339.8286815862,18798.79478980643,15462.731360929833,11075.324178785526,7602.565470192186,6919.571693250634,5180.102316107897
95,20000,43524.658829145315,31309.949615017253,18800.287639456637,15465.249350750251,11080.121196230095,7606.398733953538,6919.160819169912,5184.350954226465
96,20200,43542.55845262141,31309.948033277957,18794.90170080956,15467.99799891889,11085.064908578988,7607.104287020917,6919.678986339353,5180.330870901773
97,20400,43524.658829145315,31290.043443581115,18789.187094063174,15469.925939335513,11096.164342497872,7609.812483298294,6920.563593237577,5181.767787445627
98,20600,43367.81495556651,31250.335302615873,18784.067870707582,15463.764287348447,11105.319784364856,7611.2407975401675,6919.919150400236,5179.967060018314
99,20800,43238.71350323805,31220.595180352568,18774.73918502678,15461.070462162892,11109.830327918584,7613.9911072674895,6920.266301242482,5179.95569305858
100,21000,43166.83600756407,31200.7790163108,18779.962055002987,15466.124160301937,11109.53290694217,7615.930646730005,6921.79609146476,5179.481448829362
101,21200,43130.34298783171,31180.945857709776,18780.94481555494,15467.906455414459,11106.349829552175,7618.619821043924,6923.997318651813,5179.354110217968
102,21400,43146.72958799369,31180.838061739898,18790.33882954008,15475.317582109476,11103.128715354149,7621.860254485675,6924.426455363618,5179.557846479369
103,21600,43088.98596834835,31151.255224195607,18788.020190783067,15480.862847882825,11098.168202746932,7623.6423667757035,6924.348967393925,5179.714461846888
104,21800,43032.63568492456,31141.36472749783,18775.312164060277,15477.707015834922,11095.076737738196,7626.35227026789,6924.24380075601,5179.232279501791
105,22000,42977.663574598715,31101.834722062664,18780.062747583375,15477.506007079699,11096.888040827866,7628.3471626519495,6924.5892073898285,5179.310978755689
106,22200,42940.2727363664,31092.01754070735,18785.12745452237,15479.095374722998,11097.029374978334,7630.204086718997,6924.2452207388915,5178.297785355171
107,22400,42925.23283724898,31091.83631633382,18781.983043158412,15479.423743259656,11099.766914131476,7633.627927108339,6925.966762578461,5178.849774328082
108,22600,42868.10484377506,31072.15439986587,18780.92296716913,15484.56223984623,11102.91068841058,7636.116801250801,6925.935174555951,5179.106713220993
109,22800,42811.123464737684,31062.21392720711,18774.86503128313,15482.132146998898,11102.522489763604,7638.798939925025,6928.463205871491,5179.518648312579
110,23000,42756.68870219151,31032.928621741317,18783.38446254174,15487.229696041773,11107.04459422115,7642.037877717957,6928.953293792527,5179.594446082624
111,23200,42720.86356631798,31013.161531820006,18780.82465037657,15491.686951584461,11109.068344875719,7643.859501644465,6929.705726517212,5178.905957876763
112,23400,42683.91398778937,30983.73104225627,18782.90909215685,15493.380928397419,11111.875328582959,7647.045704465795,6929.7590082659,5179.765395337685
113,23600,42664.28245775779,30964.07458504734,18780.29690676166,15493.258077229173,11111.15272362989,7649.158108649562,6930.358225316539,5178.946180092996
114,23800,42661.89744333446,30944.43105950167,18770.915552400977,15491.016796076843,11110.829608378037,7650.194409238345,6930.073699183101,5184.784231565379
115,24000,42628.609063856835,30914.881957605547,18763.538439769552,15489.872483425857,11113.531962784255,7651.31646835627,6929.83885601964,5178.29202506912
116,24200,42610.205858740934,30895.147961676015,18771.876780957547,15493.839202453199,11111.038488457803,7654.977784532609,6930.351158050621,5177.592869131545
117,24400,42519.58784402433,30885.46137428196,18765.97096832623,15493.604022858173,11106.263063733204,7657.667450319392,6931.788710953238,5181.554792985272
118,24600,42447.58941847087,30885.341431347006,18767.944176804776,15498.172869913456,11106.048734754855,7660.015626304391,6933.340876580732,5179.076838969276
119,24800,42336.04848158328,30836.75219499663,18768.705286976216,15495.811337342035,11108.831175735315,7662.312132565755,6933.087788716277,5179.016440581573
120,25000,42321.3062379896,30836.492288773123,18766.28531839805,15500.674436905554,11109.890677118758,7661.998696106402,6933.118444260418,5190.30482592196
121,25200,42268.0469555603,30826.570902286785,18773.67931209274,15502.068794117627,11111.138585422492,7665.984504670372,6935.292538194691,5178.543899904313
122,25400,42279.33312344848,30778.551076352516,18777.89292512945,15502.403426726258,11119.211368774915,7671.746878443058,6936.327898074534,5178.39535535665
123,25600,42281.638964941456,30768.518870614378,18765.98288813831,15503.734492202211,11118.630130346986,7671.469996855875,6934.480682138616,5178.3749177952
124,25800,42191.26593847925,30739.11712850501,18752.823974684972,15495.728502880153,11118.544776376913,7672.005196439345,6933.017892161448,5177.837910270667
125,26000,42123.71206612377,30709.724887177912,18751.271390768718,15498.678573454496,11119.173821064654,7673.741194839009,6933.6440311193965,5177.867269471445
126,26200,42074.16870720997,30718.426899925318,18758.451711811213,15502.299559667348,11124.179237017497,7677.323157432483,6935.776717895484,5178.057429603928
127,26400,42055.1668444136,30737.5950021915,18774.88651748225,15514.226800045928,11134.087894044365,7680.822081455057,6938.355857837347,5178.841557037878
128,26600,42091.044171862675,30727.637166484543,18776.6810459665,15521.682384455906,11135.082564590837,7683.982527023457,6939.795401808368,5180.198261739131
129,26800,42121.493584118136,30708.85180936254,18774.469084533295,15521.12760216749,11135.31245378729,7687.300725858436,6941.733541353531,5179.399498224057
130,27000,41944.671184622544,30670.428178269776,18765.14446989194,15511.263228018415,11134.530632508184,7688.665566329589,6939.8211170170125,5178.272626284432
131,27200,41926.85061400388,30641.43694046557,18765.095094579658,15512.699112319084,11135.178403388722,7689.9048203978455,6939.556623997717,5178.243596492678
132,27400,41822.38484840541,30611.890598591544,18759.281748807818,15515.247562327406,11136.804909659235,7691.835848629017,6941.04058372422,5177.658904351223
133,27600,41856.79621458029,30602.38226393566,18759.621959738517,15513.446353050815,11142.824444807398,7694.60278780973,6940.015411288566,5178.435751738786
134,27800,41804.666911877146,30573.269689363708,18759.463078930257,15512.376700902512,11143.615645023263,7695.893043982625,6940.265055150962,5187.7733272431815
135,28000,41786.96395435831,30553.878003822367,18760.200360803123,15516.491263137523,11150.091262437358,7699.777496583563,6942.263624673937,5178.440617974394
136,28200,41769.27595689594,30544.187176818567,18761.3859099437,15517.772620437509,11153.544772645151,7701.883647979847,6943.880950539612,5178.387455094121
137,28400,41733.94476648823,30505.687038270746,18765.141745726618,15525.044338484668,11152.825804174032,7703.234976957718,6944.049788967277,5178.047534750756
138,28600,41771.37915169683,30514.43633166584,18769.828723952953,15523.857380951327,11158.148363271142,7706.751608178969,6945.019057983441,5177.909055686407
139,28800,41596.31869314254,30476.204524081862,18759.358294653433,15520.227050680236,11151.8987717453,7708.1945969385115,6945.012981528955,5177.832122904293
140,29000,41527.307525235614,30437.809428568547,18748.869366612813,15520.980774991072,11153.024192979581,7709.761268866101,6943.559596266218,5178.292296982812
141,29200,41492.3801437957,30427.904834539568,18749.453227311427,15525.343048875104,11152.061587908642,7712.174965373503,6945.3936020671235,5178.526917216788
142,29400,41440.098910897286,30399.74294749874,18750.01200488659,15519.626192199366,11151.88912307446,7714.994943819203,6944.360563241217,5174.770224624658
143,29600,41355.237858501576,30380.482850500335,18746.007573969768,15521.95141458291,11147.71574205045,7716.639479929693,6944.847352498853,5177.6524666644955
144,29800,41387.94904426655,30360.69972845954,18750.54773096371,15524.148310753095,11149.944462339243,7718.23429101051,6946.125860131976,5177.480918312278
145,30000,41374.53624824597,30350.52297019956,18750.51579673361,15527.139724551029,11153.373454492501,7720.659134732127,6947.590483769763,5177.882013644425
146,30200,41408.29212744678,30340.03835945377,18757.516011241783,15530.950200260544,11163.21658718725,7723.4003263253935,6949.674524582196,5177.827902216703
147,30400,41355.237858501576,30349.089532971553,18757.414660588598,15532.324164656216,11167.16562180735,7727.24758850609,6951.001131805536,5177.389908191439
148,30600,41267.762829522944,30320.48491896535,18758.855830815184,15529.287681247759,11172.397280976367,7728.613599163667,6950.015429839201,5178.394618283525
149,30800,41201.74104079132,30283.513298506852,18751.637329522782,15533.461108164178,11168.605160485702,7730.701175742127,6950.609240612159,5178.339081086747
150,31000,41099.70196461024,30245.441750275557,18749.517424748014,15535.204958079774,11164.79265731237,7733.456179740273,6949.701629791458,5177.913140645456
151,31200,41050.26521254634,30235.552770715687,18744.710555507638,15533.186843804235,11170.508531541554,7734.850096803667,6949.9785466148915,5177.199313861643
152,31400,41032.26054220847,30225.344768770756,18745.00279395646,15533.986693351355,11170.969925063853,7737.12529681761,6951.779728702111,5177.841286839493
153,31600,41067.354857458165,30205.85871504568,18744.724471314315,15533.24845544805,11166.475874162848,7739.374602775833,6951.397763066119,5177.762969312041
154,31800,41129.15301241135,30186.703726552292,18748.48762796838,15535.94328174586,11167.796423664788,7741.929167212028,6953.481473234969,5177.656615393191
155,32000,41049.334830171014,30149.107244175113,18742.75789816705,15539.514652110498,11171.83187769544,7743.962076777139,6954.264249025433,5178.650659208966
156,32200,40963.173362044996,30148.77254679398,18738.87577628418,15531.946075695154,11176.772715381574,7745.548987261084,6954.412405211393,5177.115469321652
157,32400,40848.99973372089,30111.255531219602,18732.565059741668,15529.733129158942,11177.99414061116,7746.940661578459,6953.594094044138,5176.8513195099085
158,32600,40748.63221243157,30082.653925911112,18731.58445487398,15532.28901937022,11185.34474079327,7748.303840068303,6953.408636474866,5175.999870213354
159,32800,40698.19184232775,30072.77514613796,18735.216342933025,15533.813423982541,11195.771007632586,7751.151963708759,6954.090730445921,5177.25392047915
160,33000,40683.998103136895,30061.804219130074,18733.582409507493,15531.49310045776,11203.693664793196,7752.872566791709,6954.46197759833,5176.983021126327
161,33200,40665.50396576741,30052.27184695395,18741.247501659112,15535.371897743771,11209.757841304798,7757.837047165995,6954.8052001227325,5176.591427781136
162,33400,40583.55408256001,30015.301616294073,18731.311809726325,15534.424818356127,11205.280853525253,7757.446185196689,6956.494508571226,5177.428135433648
163,33600,40501.899067240076,29986.788889634932,18731.32230888428,15529.12556933803,11200.458530136877,7758.319944080134,6957.076273049582,5176.539394086015
164,33800,40501.899067240076,29957.53147406562,18721.922474469302,15529.06921733951,11195.86733721582,7760.277673272204,6957.367123253414,5175.714206083876
165,34000,40538.46038824543,29946.445333954813,18727.09460850167,15531.371464241476,11200.497559033416,7762.257275406333,6957.3029456508,5176.608591595817
166,34200,40571.007801755964,29963.42019091844,18738.13761511799,15538.432058990536,11207.96762125645,7767.4440241836155,6958.271612370976,5176.839651317212
167,34400,40568.54054267613,29963.831935018927,18743.35340415792,15541.74319742079,11213.289050511425,7769.682756919377,6959.83380482807,5177.776131673252
168,34600,40485.272851689675,29937.35270505224,18743.83256471585,15541.15182962976,11208.868357295949,7771.937070888372,6959.66653990965,5177.064714069092
169,34800,40451.23238606242,29899.8181167378,18729.637250682263,15536.639578177308,11212.576555770169,7772.739142811191,6959.777168285113,5177.091957827185
170,35000,40337.06324800404,29870.9832259566,18728.84838255181,15536.387563329969,11217.15997786351,7773.770594403438,6959.712941338764,5177.152260304792
171,35200,40306.492412318556,29851.625749794788,18728.646272295395,15535.22853025232,11216.114284088024,7775.729604158625,6960.559222293428,5176.832709065978
172,35400,40256.33947472597,29832.704010946076,18731.300633222745,15534.908576148591,11218.389527515115,7777.663861669703,6961.538655846975,5176.782047921611
173,35600,40207.88732027558,29803.907139581166,18719.903230978234,15533.186843804235,11217.624339590111,7778.4238586050515,6961.710733003071,5176.407497593194
174,35800,40159.54294021131,29794.459816229682,18721.853487522443,15533.314896412181,11215.79610330926,7780.889701514341,6961.543663065021,5175.603605930871
175,36000,40097.25881614114,29765.231194454314,18725.037150173728,15530.494416569873,11215.158659860183,7782.949213610951,6962.593765854499,5176.734519597342
176,36200,39999.663171396496,29755.79343665947,18724.69374250497,15532.945812191956,11212.727078674841,7785.947344618883,6962.6844776578855,5176.781311537167
177,36400,39984.90598586184,29737.39066553863,18724.325319227377,15538.286673470173,11212.721266867171,7788.335676164497,6962.9080804340665,5176.852527801529
178,36600,39952.50218688439,29726.564640988458,18720.433337483726,15534.565072552894,11213.038677444269,7789.529521654731,6964.503793290526,5176.590670032319
179,36800,39918.69527519062,29698.76757336004,18723.51344387068,15533.217166684648,11208.42764942861,7791.282907071619,6964.373164479293,5176.41519580534
180,37000,39952.50218688439,29698.29106846542,18726.5679970276,15540.33462673266,11207.620823585203,7794.3766511074355,6965.7568384324395,5176.810059361207
181,37200,39966.496433938635,29660.64285745,18718.44296637973,15533.075790185112,11201.884037399444,7796.269304753312,6965.717875189133,5176.362123870669
182,37400,39966.496433938635,29641.840152851037,18714.453319385502,15531.113720750918,11198.92144920118,7797.361114766284,6965.65254311794,5176.303521485325
183,37600,39918.69527519062,29605.27241533271,18709.771239962316,15525.64524794428,11196.420991252278,7798.811806436714,6965.09665915441,5175.652682087521
184,37800,39793.380852217284,29593.886079052507,18708.547530118794,15525.462229297853,11197.413868613627,7800.818728427307,6965.277150116971,5175.936892564306
185,38000,39746.62779141852,29574.611410420403,18707.290322172565,15527.074134438068,11203.620613519615,7802.79757774079,6965.428780335704,5176.087098018436
186,38200,39683.30817997577,29565.233898247134,18713.658938234985,15532.707302371004,11212.134030294244,7805.53608013987,6966.517405765961,5176.6729949532455
187,38400,39620.181254651536,29555.339762372376,18717.203023870516,15532.989266581415,11221.114570991507,7807.664824279023,6967.4138079388595,5177.055554256488
188,38600,39557.246180567396,29537.1229212994,18710.9563682241,15532.556284019554,11224.336452717198,7809.012560733871,6967.990959070474,5176.4082052268595
189,38800,39556.59228397677,29509.044305647734,18715.867716817123,15531.092097910405,11223.962192941935,7809.51033047882,6968.544676410632,5175.88527161484
190,39000,39571.8093609609,29480.46067987881,18707.492753996645,15525.963665672556,11221.956868378304,7811.7701430391935,6968.732742960078,5176.008352684424
191,39200,39650.715941374205,29461.776952094977,18706.056304963167,15527.368910648567,11220.680279765931,7814.963432790281,6969.527903960552,5176.682510182994
192,39400,39760.58813822748,29443.65353942163,18706.71241547577,15528.089909861557,11217.847303172393,7815.95846682115,6968.681748633686,5175.923494121283
193,39600,39741.71344331093,29423.900111254094,18707.990426833647,15524.669480376684,11223.376029886917,7818.937771024856,6969.883569569214,5176.186422741971
194,39800,39612.53297331351,29420.52949793679,18698.78805051311,15523.549888437832,11224.839896992042,7820.557329428093,6969.340296368144,5176.176038331046
195,40000,39551.837357847944,29388.85411157872,18711.263910534537,15528.370079010809,11229.49617558443,7823.819458385884,6971.704047933366,5171.983618076946
196,40200,39395.18405287082,29365.723121274197,18688.11040313279,15517.144128447298,11232.963319853401,7823.752428500746,6968.794167845031,5175.135312865979
197,40400,39383.41488710321,29313.40235403041,18682.30646095792,15517.745854056313,11243.331390402662,7824.389726313789,6968.903714665219,5175.2037398001
