,,,10mgL,10000,1000,100
10000,16,-8
11000,18,-11
12000,9,-1
13000,7,-1
14000,13,-5
15000,13,-7
16000,9,-3
17000,11,-1
18000,13,-6
19000,12,-6
20000,10,2
21000,12,1
22000,12,-1
23000,12,-2
24000,12,-1
25000,14,1
26000,15,2
27000,18,-1
28000,16,6
29000,18,4
30000,16,3
31000,19,3
32000,20,9
33000,21,7
34000,16,3
35000,20,7
36000,24,11
37000,20,5
38000,24,8
39000,22,8
40000,24,9
41000,24,9
42000,21,8
43000,24,7
44000,31,11
45000,24,10
46000,29,13
47000,26,12
48000,30,13
49000,27,14
50000,28,16
51000,26,14
52000,27,14
53000,30,21
54000,29,17
55000,30,18
56000,27,18
57000,27,20
58000,24,21
59000,31,20
60000,30,22
61000,27,21
62000,29,23
63000,33,20
64000,33,22
65000,32,25
66000,30,25
67000,31,24
68000,33,27
69000,31,29
70000,34,29
71000,32,29
72000,35,31
73000,32,32
74000,30,34
75000,33,32
76000,31,34
77000,33,35
78000,31,35
79000,33,36
80000,33,37
81000,35,38
82000,33,39
83000,31,38
84000,32,40
85000,32,41
86000,33,38
87000,31,43
88000,32,44
89000,32,46
90000,30,45
91000,28,47
92000,31,48
93000,32,48
94000,29,50
95000,29,50
96000,29,51
97000,29,50
98000,30,54
99000,30,55
100000,30,54
101000,30,56
102000,27,56
103000,29,58
104000,27,58
105000,28,58
106000,24,57
107000,28,61
108000,26,60
