#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor
#small_nano3_1,21.2,10000,300,300,4,1,1,1.01432854305411e-08
freq, real, imaginary, concentration
10000,576,10000,0.5
10300,692,10300,0.5
10600,799,10600,0.5
10900,888,10900,0.5
11200,980,11200,0.5
11500,1080,11500,0.5
11800,1171,11800,0.5
12100,1261,12100,0.5
12400,1357,12400,0.5
12700,1440,12700,0.5
13000,1534,13000,0.5
13300,1624,13300,0.5
13600,1711,13600,0.5
13900,1813,13900,0.5
14200,1885,14200,0.5
14500,1979,14500,0.5
14800,2053,14800,0.5
15100,2137,15100,0.5
15400,2219,15400,0.5
15700,2302,15700,0.5
16000,2383,16000,0.5
16300,2469,16300,0.5
16600,2543,16600,0.5
16900,2623,16900,0.5
17200,2703,17200,0.5
17500,2787,17500,0.5
17800,2859,17800,0.5
18100,2942,18100,0.5
18400,3026,18400,0.5
18700,3104,18700,0.5
19000,3172,19000,0.5
19300,3249,19300,0.5
19600,3328,19600,0.5
19900,3403,19900,0.5
20200,3478,20200,0.5
20500,3553,20500,0.5
20800,3624,20800,0.5
21100,3699,21100,0.5
21400,3777,21400,0.5
21700,3849,21700,0.5
22000,3925,22000,0.5
22300,4000,22300,0.5
22600,4073,22600,0.5
22900,4141,22900,0.5
23200,4219,23200,0.5
23500,4291,23500,0.5
23800,4323,23800,0.5
24100,4426,24100,0.5
24400,4509,24400,0.5
24700,4575,24700,0.5
25000,4624,25000,0.5
25300,4723,25300,0.5
25600,4793,25600,0.5
25900,4866,25900,0.5
26200,4940,26200,0.5
26500,5009,26500,0.5
26800,5078,26800,0.5
27100,5144,27100,0.5
27400,5217,27400,0.5
27700,5286,27700,0.5
28000,5363,28000,0.5
28300,5440,28300,0.5
28600,5495,28600,0.5
28900,5561,28900,0.5
29200,5635,29200,0.5
29500,5704,29500,0.5
29800,5773,29800,0.5
30100,5845,30100,0.5
30400,5911,30400,0.5
30700,5979,30700,0.5
31000,6045,31000,0.5
31300,6117,31300,0.5
31600,6181,31600,0.5
31900,6250,31900,0.5
32200,6316,32200,0.5
32500,6385,32500,0.5
32800,6455,32800,0.5
33100,6520,33100,0.5
33400,6587,33400,0.5
33700,6654,33700,0.5
34000,6725,34000,0.5
34300,6789,34300,0.5
34600,6854,34600,0.5
34900,6916,34900,0.5
35200,6985,35200,0.5
35500,7055,35500,0.5
35800,7119,35800,0.5
36100,7191,36100,0.5
36400,7251,36400,0.5
