#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor, unit
#nh4no3_t_10ppm,20.0,1000,200,450,4,1,1,1.0152170736012073e-08,mgL
freq, real, imaginary, concentration
213,43600,84.331,84.733,84.604,84.921,85.142,85.337,85.553,85.891,85.327,85.565
214,43800,84.327,84.731,84.606,84.918,85.136,85.338,85.548,85.889,85.327,85.557
215,44000,84.327,84.737,84.605,84.917,85.142,85.339,85.549,85.887,85.325,85.559
216,44200,84.336,84.734,84.607,84.920,85.136,85.339,85.550,85.886,85.324,85.560
217,44400,84.337,84.734,84.609,84.919,85.136,85.339,85.550,85.887,85.325,85.562
218,44600,84.335,84.734,84.606,84.918,85.138,85.339,85.550,85.885,85.324,85.560
219,44800,84.338,84.734,84.606,84.916,85.138,85.336,85.546,85.884,85.326,85.557
220,45000,84.340,84.730,84.609,84.922,85.129,85.327,85.546,85.878,85.321,85.563
221,45200,84.343,84.730,84.605,84.915,85.134,85.334,85.546,85.882,85.322,85.557
222,45400,84.346,84.730,84.602,84.911,85.132,85.328,85.543,85.882,85.318,85.557
223,45600,84.344,84.726,84.601,84.910,85.133,85.332,85.538,85.881,85.320,85.553
224,45800,84.345,84.727,84.599,84.912,85.129,85.329,85.539,85.878,85.315,85.553
225,46000,84.351,84.725,84.598,84.909,85.128,85.328,85.537,85.874,85.317,85.552
226,46200,84.352,84.724,84.599,84.909,85.129,85.328,85.538,85.875,85.316,85.553
227,46400,84.358,84.729,84.601,84.916,85.129,85.328,85.539,85.877,85.318,85.552
228,46600,84.361,84.730,84.601,84.912,85.131,85.328,85.538,85.873,85.319,85.551
229,46800,84.367,84.732,84.597,84.907,85.128,85.323,85.536,85.873,85.317,85.549
230,47000,84.355,84.727,84.595,84.908,85.126,85.323,85.534,85.867,85.316,85.548
231,47200,84.371,84.728,84.600,84.902,85.129,85.326,85.536,85.868,85.314,85.546
232,47400,84.370,84.727,84.597,84.906,85.126,85.323,85.534,85.868,85.313,85.547
233,47600,84.360,84.726,84.597,84.909,85.119,85.322,85.533,85.869,85.316,85.547
234,47800,84.361,84.725,84.598,84.905,85.121,85.320,85.530,85.867,85.315,85.549
235,48000,84.359,84.723,84.596,84.905,85.121,85.322,85.529,85.865,85.313,85.548
236,48200,84.395,84.720,84.598,84.904,85.120,85.322,85.531,85.865,85.314,85.549
237,48400,84.378,84.722,84.595,84.902,85.122,85.320,85.527,85.865,85.310,85.545
238,48600,84.385,84.726,84.597,84.902,85.119,85.317,85.527,85.863,85.310,85.543
239,48800,84.385,84.721,84.594,84.901,85.121,85.318,85.528,85.861,85.313,85.546
240,49000,84.384,84.722,84.593,84.901,85.117,85.318,85.524,85.861,85.308,85.542
241,49200,84.389,84.717,84.592,84.900,85.120,85.316,85.524,85.857,85.310,85.542
242,49400,84.396,84.723,84.589,84.894,85.114,85.314,85.524,85.860,85.311,85.537
243,49600,84.390,84.720,84.593,84.897,85.117,85.314,85.520,85.856,85.310,85.539
244,49800,84.398,84.724,84.589,84.897,85.118,85.314,85.523,85.856,85.306,85.537
245,50000,84.399,84.717,84.591,84.898,85.119,85.315,85.521,85.852,85.309,85.538
246,50200,84.405,84.719,84.591,84.895,85.117,85.313,85.520,85.855,85.306,85.540
247,50400,84.406,84.708,84.591,84.894,85.114,85.314,85.519,85.852,85.310,85.537
248,50600,84.409,84.718,84.589,84.898,85.116,85.314,85.521,85.853,85.309,85.533
249,50800,84.413,84.716,84.591,84.898,85.102,85.314,85.518,85.854,85.305,85.540
250,51000,84.416,84.718,84.589,84.897,85.116,85.309,85.518,85.852,85.304,85.538
251,51200,84.406,84.721,84.592,84.897,85.115,85.309,85.517,85.849,85.302,85.536
252,51400,84.423,84.716,84.589,84.894,85.112,85.312,85.515,85.849,85.319,85.538
253,51600,84.419,84.720,84.590,84.896,85.113,85.308,85.517,85.849,85.299,85.538
254,51800,84.426,84.721,84.591,84.896,85.113,85.311,85.515,85.845,85.304,85.534
255,52000,84.420,84.721,84.591,84.902,85.114,85.310,85.514,85.848,85.302,85.532
256,52200,84.429,84.718,84.592,84.895,85.114,85.307,85.513,85.846,85.303,85.534
257,52400,84.435,84.722,84.589,84.894,85.111,85.307,85.513,85.844,85.299,85.530
258,52600,84.426,84.719,84.589,84.893,85.112,85.307,85.512,85.843,85.303,85.533
259,52800,84.428,84.718,84.588,84.895,85.110,85.306,85.512,85.844,85.299,85.527
260,53000,84.435,84.719,84.588,84.892,85.109,85.307,85.511,85.840,85.300,85.538
261,53200,84.438,84.717,84.588,84.892,85.111,85.306,85.510,85.843,85.301,85.531
262,53400,84.435,84.718,84.587,84.894,85.107,85.303,85.508,85.839,85.331,85.531
263,53600,84.449,84.716,84.588,84.892,85.109,85.304,85.507,85.841,85.300,85.522
264,53800,84.450,84.716,84.588,84.890,85.109,85.302,85.507,85.840,85.301,85.531
265,54000,84.444,84.718,84.589,84.893,85.111,85.305,85.507,85.842,85.302,85.532
266,54200,84.457,84.720,84.590,84.903,85.110,85.305,85.509,85.840,85.303,85.532
267,54400,84.455,84.718,84.588,84.895,85.111,85.302,85.509,85.837,85.304,85.533
268,54600,84.456,84.692,84.591,84.905,85.113,85.305,85.506,85.837,85.303,85.530
269,54800,84.458,84.719,84.588,84.891,85.108,85.302,85.504,85.835,85.310,85.529
270,55000,84.462,84.717,84.591,84.905,85.109,85.302,85.494,85.836,85.302,85.526
