#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor
#small_nh4no3_acid_5.4,20.5,10000,300,300,4,1,1,1.0092016396570935e-08
freq, real, imaginary, concentration
10000,1710,10000,2.3
10300,1834,10300,2.3
10600,1962,10600,2.3
10900,2070,10900,2.3
11200,2182,11200,2.3
11500,2306,11500,2.3
11800,2406,11800,2.3
12100,2521,12100,2.3
12400,2635,12400,2.3
12700,2738,12700,2.3
13000,2854,13000,2.3
13300,2966,13300,2.3
13600,3075,13600,2.3
13900,3166,13900,2.3
14200,3289,14200,2.3
14500,3405,14500,2.3
14800,3504,14800,2.3
15100,3605,15100,2.3
15400,3706,15400,2.3
15700,3815,15700,2.3
16000,3926,16000,2.3
16300,4028,16300,2.3
16600,4125,16600,2.3
16900,4230,16900,2.3
17200,4329,17200,2.3
17500,4435,17500,2.3
17800,4530,17800,2.3
18100,4641,18100,2.3
18400,4741,18400,2.3
18700,4844,18700,2.3
19000,4940,19000,2.3
19300,5037,19300,2.3
19600,5117,19600,2.3
19900,5237,19900,2.3
20200,5330,20200,2.3
20500,5429,20500,2.3
20800,5537,20800,2.3
21100,5626,21100,2.3
21400,5726,21400,2.3
21700,5824,21700,2.3
22000,5921,22000,2.3
22300,6017,22300,2.3
22600,6113,22600,2.3
22900,6217,22900,2.3
23200,6305,23200,2.3
23500,6398,23500,2.3
23800,6434,23800,2.3
24100,6579,24100,2.3
24400,6694,24400,2.3
24700,6777,24700,2.3
25000,6807,25000,2.3
25300,6967,25300,2.3
25600,7060,25600,2.3
25900,7154,25900,2.3
26200,7254,26200,2.3
26500,7342,26500,2.3
26800,7434,26800,2.3
27100,7525,27100,2.3
27400,7614,27400,2.3
27700,7706,27700,2.3
28000,7804,28000,2.3
28300,7902,28300,2.3
28600,7990,28600,2.3
28900,8080,28900,2.3
29200,8164,29200,2.3
29500,8254,29500,2.3
29800,8345,29800,2.3
30100,8436,30100,2.3
30400,8527,30400,2.3
30700,8613,30700,2.3
31000,8701,31000,2.3
31300,8775,31300,2.3
31600,8879,31600,2.3
31900,8966,31900,2.3
32200,9052,32200,2.3
32500,9144,32500,2.3
32800,9222,32800,2.3
