#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor
#small_nh4no4_control_9,20.5,10000,300,300,4,1,1,1.0092016396570935e-08
freq, real, imaginary, concentration
,freq,2.3
0,10000,4851.413760402158
1,10300,4838.315418056776
2,10600,4841.473411817418
3,10900,4842.54120690028
4,11200,4841.899628860046
5,11500,4841.386375471419
6,11800,4842.041311911035
7,12100,4841.418320807616
8,12400,4841.923618546445
9,12700,4841.557620959245
10,13000,4840.934475660631
11,13300,4841.064616949849
12,13600,4842.166790039609
13,13900,4841.2134609332825
14,14200,4840.272688853511
15,14500,4841.66560649866
16,14800,4842.3649652180575
17,15100,4841.807188082415
18,15400,4842.565235039226
19,15700,4842.510390106742
20,16000,4842.553073459938
21,16300,4841.954857699075
22,16600,4842.767953085374
23,16900,4842.155198050859
24,17200,4842.264015702388
25,17500,4842.738363871009
26,17800,4842.444282580596
27,18100,4841.266510974002
28,18400,4842.176179322446
29,18700,4843.734406109828
30,19000,4843.8011857414285
31,19300,4843.815816399614
32,19600,4844.441539995604
33,19900,4843.9999147442895
34,20200,4844.182268501564
35,20500,4843.988228552028
36,20800,4843.605345617361
37,21100,4844.106188309061
38,21400,4844.385664439375
39,21700,4844.102848341663
40,22000,4844.229279898755
41,22300,4844.641227973511
42,22600,4844.906798895293
43,22900,4845.015651580363
44,23200,4844.974652147242
45,23500,4845.131271070287
46,23800,4847.379717084379
47,24100,4845.492297862745
48,24400,4845.698611120253
49,24700,4845.89624672437
50,25000,4846.517513190779
51,25300,4846.502469631607
52,25600,4846.210994268433
53,25900,4845.606109022342
54,26200,4846.100890273515
55,26500,4847.325885822384
56,26800,4847.571148411011
57,27100,4847.394258386954
58,27400,4847.770324405546
59,27700,4847.413631526285
60,28000,4848.031483865463
61,28300,4848.144760275357
62,28600,4848.267167608494
63,28900,4848.27684197265
64,29200,4848.673250528459
65,29500,4848.83558106573
66,29800,4847.5355368244345
67,30100,4848.768662661578
68,30400,4849.339064418023
69,30700,4850.200149037578
70,31000,4849.9082616655805
71,31300,4850.67189906768
72,31600,4850.487765415831
73,31900,4850.299689800629
74,32200,4851.267677289218
75,32500,4850.748387852306
76,32800,4850.763668606212
77,33100,4851.173425682315
78,33400,4850.955692975082
79,33700,4850.726922967198
80,34000,4851.348427221175
81,34300,4852.503107259852
82,34600,4852.809390058694
83,34900,4853.373336475882
84,35200,4852.775193469144
85,35500,4853.028501666673
86,35800,4853.222646299406
87,36100,4853.65864128907
88,36400,4854.1972780124415
89,36700,4853.993336832742
90,37000,4853.99391341158
91,37300,4854.993089528674
92,37600,4854.541948397421
93,37900,4855.152920091704
94,38200,4855.136805191802
95,38500,4850.326587950768
96,38800,4855.591231131995
97,39100,4856.3140113521395
98,39400,4856.682473375224
99,39700,4856.918195860066
100,40000,4856.189914621877
101,40300,4856.750956776103
102,40600,4857.261742149777
103,40900,4857.792390877499
104,41200,4858.088676085674
105,41500,4857.479478826091
106,41800,4857.871931672524
107,42100,4859.034624685153
108,42400,4859.37177766265
109,42700,4859.657989743139
110,43000,4859.517711687674
111,43300,4859.916901658621
112,43600,4859.735401220577
113,43900,4860.582008108204
114,44200,4860.518841663844
115,44500,4861.652124294872
116,44800,4861.56654633169
117,45100,4861.999795765578
118,45400,4856.475174003101
119,45700,4861.870762133794
120,46000,4863.103506503754
121,46300,4863.781160460715
122,46600,4863.742360440004
123,46900,4863.679158589001
124,47200,4864.546487563411
125,47500,4864.32138109249
126,47800,4864.992519626851
127,48100,4865.175073034974
128,48400,4865.094785941121
129,48700,4865.481931734799
130,49000,4865.990460504756
131,49300,4865.774105833418
132,49600,4866.44028803384
133,49900,4866.658762513329
134,50200,4867.578717051865
135,50500,4867.709127840567
136,50800,4868.128529130664
137,51100,4868.416079844703
138,51400,4868.919551420816
139,51700,4868.998199900489
140,52000,4869.132246148571
141,52300,4869.656380769033
142,52600,4869.068475364848
143,52900,4870.401657775078
144,53200,4870.446906786832
145,53500,4870.542456886513
146,53800,4871.205720136964
147,54100,4872.298679177357
148,54400,4872.2505277758255
149,54700,4872.9787411815505
150,55000,4873.198787029871
151,55300,4874.198308183139
152,55600,4857.887560073669
153,55900,4873.673513407981
154,56200,4873.964093876923
155,56500,4875.097445640512
156,56800,4875.1463187525815
157,57100,4875.305073576694
158,57400,4875.923984258637
159,57700,4877.172580041608
160,58000,4876.53180385776
161,58300,4877.019555919904
162,58600,4877.466014530542
163,58900,4877.462380544243
164,59200,4878.3467127371205
165,59500,4878.945774925586
166,59800,4878.769230612138
167,60100,4879.122403470289
168,60400,4879.587414543465
169,60700,4880.256428352257
170,61000,4879.87069839065
171,61300,4880.76878126965
172,61600,4881.559436496497
173,61900,4882.530432427604
174,62200,4882.9261906117135
175,62500,4913.817319578031
176,62800,4882.850535026794
177,63100,4883.585434078391
178,63400,4884.26673888608
179,63700,4884.644016212705
180,64000,4884.379904003736
181,64300,4885.469055222482
182,64600,4885.574411719609
183,64900,4886.057920481888
184,65200,4885.572998370125
185,65500,4887.0347956200385
186,65800,4887.521241216337
187,66100,4888.457309555523
188,66400,4888.8231226976795
189,66700,4893.287558436748
190,67000,4889.172585590832
191,67300,4889.739696869457
192,67600,4890.376248208571
193,67900,4891.301550788746
194,68200,4890.609983300683
195,68500,4891.700721448456
196,68800,4892.316070985976
197,69100,4892.6143468365135
198,69400,4892.977079307619
199,69700,4893.444082226723
200,70000,4894.199201853193
201,70300,4894.208861263804
202,70600,4895.370317675725
203,70900,4896.122151595376
204,71200,4895.640136588311
205,71500,4875.494432469753
206,71800,4896.972630056067
207,72100,4897.136218090213
208,72400,4897.290760867343
209,72700,4898.232418845269
210,73000,4898.833898535435
211,73300,4899.453202017472
212,73600,4899.740235642642
213,73900,4900.5739739438895
214,74200,4900.754999918019
215,74500,4901.369198026176
216,74800,4901.667585593578
217,75100,4902.725549995953
218,75400,4902.37295708062
219,75700,4902.7568765995975
220,76000,4903.957846311483
221,76300,4904.467662464542
222,76600,4904.868112513136
223,76900,4906.339634714095
224,77200,4905.724534354466
225,77500,4906.154296713419
226,77800,4907.151359063959
227,78100,4908.045553416994
228,78400,4908.3434157177635
229,78700,4908.847233989668
230,79000,4909.287464163453
231,79300,4909.759840366225
232,79600,4909.988782795321
233,79900,4910.5971912384
234,80200,4911.066459212436
235,80500,4911.430819814338
236,80800,4912.499865222015
237,81100,4913.580742830504
238,81400,4912.919266933777
239,81700,4913.396902588825
240,82000,4914.38194192377
241,82300,4914.883323468701
242,82600,4915.352182485412
243,82900,4915.715713420257
244,83200,4917.884693169103
245,83500,4917.736810986501
246,83800,4918.331334006376
247,84100,4918.500325838916
248,84400,4918.913429721557
249,84700,4919.75753526851
250,85000,4919.613170640644
251,85300,4920.991938626876
252,85600,4921.466178221903
253,85900,4921.76591401272
254,86200,4922.666306619521
255,86500,4923.162006680954
256,86800,4924.387177693078
257,87100,4924.02236412224
258,87400,4924.855130657393
259,87700,4925.519851803968
260,88000,4926.495938269394
261,88300,4926.413953004733
262,88600,4927.381987281138
263,88900,4928.7668663693885
264,89200,4928.902153720089
265,89500,4928.8697439854595
266,89800,4929.552465285075
267,90100,4929.744878765221
268,90400,4931.35994122897
269,90700,4932.49554639172
270,91000,4932.382933182511
271,91300,4932.178021129432
272,91600,4932.941479504246
273,91900,4934.080899972122
274,92200,4935.272095703534
275,92500,4934.786118883265
276,92800,4936.247573427459
277,93100,4936.314896323754
278,93400,4937.3671844353075
279,93700,4937.792080719166
280,94000,4938.776310937347
281,94300,4939.267278386047
282,94600,4940.122374193574
283,94900,4940.358519566148
284,95200,4941.544633639342
285,95500,4941.890412127916
286,95800,4942.618471156762
287,96100,4942.177248559306
288,96400,4943.664662838454
289,96700,4944.160948704246
290,97000,4944.975854096216
291,97300,4945.077058978945
292,97600,4946.192818121376
293,97900,4946.479812728823
294,98200,4947.580073242175
295,98500,4947.798741717116
296,98800,4948.934899004001
297,99100,4948.794505285818
298,99400,4950.438816471273
299,99700,4950.48436226881
