#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor
#smalll_nh4no3_8.72,20.5,10000,300,300,4,1,1,1.0092016396570935e-08
freq, real, imaginary, concentration
,freq,2.3
0,10000,4851.1790070197985
1,10300,4837.195485633007
2,10600,4840.470400534494
3,10900,4841.810887461557
4,11200,4841.00166529356
5,11500,4840.6700888003825
6,11800,4841.131904447557
7,12100,4840.496182514141
8,12400,4840.958664761644
9,12700,4840.588964086268
10,13000,4839.858014826771
11,13300,4840.272688853511
12,13600,4841.368374714839
13,13900,4841.187395922107
14,14200,4839.988612049426
15,14500,4841.140016576518
16,14800,4841.296460372983
17,15100,4841.0198352836405
18,15400,4841.827101246725
19,15700,4841.766177564519
20,16000,4841.131528887018
21,16300,4841.413518564919
22,16600,4842.490618861463
23,16900,4841.415107753158
24,17200,4841.741802955526
25,17500,4842.477220351771
26,17800,4841.992543188414
27,18100,4841.108423415234
28,18400,4841.641401019223
29,18700,4843.3835502519305
30,19000,4844.113730756522
31,19300,4843.268374034529
32,19600,4843.444303563682
33,19900,4842.9089662140705
34,20200,4843.594929562638
35,20500,4844.0379837243345
36,20800,4842.85373942454
37,21100,4843.226204016996
38,21400,4844.164659117409
39,21700,4843.85915934512
40,22000,4844.28098764849
41,22300,4844.045271168313
42,22600,4844.673463615014
43,22900,4844.964626875648
44,23200,4844.619479267613
45,23500,4845.282703303284
46,23800,4847.489757452696
47,24100,4845.455451740902
48,24400,4845.311337019998
49,24700,4845.506202278112
50,25000,4847.144957252662
51,25300,4846.006145525252
52,25600,4845.908532023796
53,25900,4845.320356485223
54,26200,4845.752289680427
55,26500,4847.035236113411
56,26800,4848.079762169718
57,27100,4847.212139031736
58,27400,4847.035792819201
59,27700,4847.248033480423
60,28000,4847.48711235884
61,28300,4847.773364476375
62,28600,4847.888560687461
63,28900,4847.733054994423
64,29200,4847.9827776243965
65,29500,4848.267411353009
66,29800,4848.875041407673
67,30100,4848.640993027657
68,30400,4849.03805992788
69,30700,4849.939463908529
70,31000,4849.474031483827
71,31300,4850.473295048917
72,31600,4850.013321105308
73,31900,4850.065278205331
74,32200,4850.759007060044
75,32500,4850.376207466699
76,32800,4850.429809179474
77,33100,4850.242716475636
78,33400,4851.030706962464
79,33700,4850.597622388781
80,34000,4851.258810624898
81,34300,4852.24854905425
82,34600,4852.509653271399
83,34900,4852.666829508205
84,35200,4852.689873918733
85,35500,4852.657640932023
86,35800,4852.663791860398
87,36100,4853.528989685133
88,36400,4854.01655739753
89,36700,4854.515836464464
90,37000,4854.0448919466835
91,37300,4854.1317565941
92,37600,4854.521406042656
93,37900,4854.396077693419
94,38200,4855.244810142221
95,38500,4849.308663538096
96,38800,4856.335486335996
97,39100,4855.605799820754
98,39400,4856.419481805164
99,39700,4857.058902439028
100,40000,4856.60943110738
101,40300,4856.688394604357
102,40600,4856.728747045014
103,40900,4857.923657177756
104,41200,4857.317416641554
105,41500,4857.554025407148
106,41800,4858.202355309952
107,42100,4858.71903097178
108,42400,4859.273284156211
109,42700,4859.867748640096
110,43000,4859.6480074677975
111,43300,4859.27209217371
112,43600,4859.49276411952
113,43900,4860.467787527042
114,44200,4860.081229349041
115,44500,4861.222553888431
116,44800,4861.433890404095
117,45100,4861.868210476899
118,45400,4858.666275427103
119,45700,4861.801424042107
120,46000,4863.111173179796
121,46300,4863.709789529762
122,46600,4863.441583385331
123,46900,4863.64829387294
124,47200,4864.4225968840865
125,47500,4864.261696747534
126,47800,4864.532699970744
127,48100,4864.944502422491
128,48400,4865.315812278247
129,48700,4865.560536925046
130,49000,4865.395025259506
131,49300,4866.041307483243
132,49600,4866.363383191634
133,49900,4866.369222526329
134,50200,4867.5963892024165
135,50500,4868.001374401625
136,50800,4867.877354678842
137,51100,4868.316424297851
138,51400,4868.7755193743815
139,51700,4869.307205412939
140,52000,4869.570767527025
141,52300,4870.235022146266
142,52600,4868.919933485683
143,52900,4870.4006105498465
144,53200,4870.753034091639
145,53500,4871.139301569043
146,53800,4871.591265179541
147,54100,4872.3223872726285
148,54400,4872.594186287396
149,54700,4872.559764143834
150,55000,4872.8841259169885
151,55300,4873.791373613343
152,55600,4860.733162623568
153,55900,4873.7041213388475
154,56200,4873.087670168902
155,56500,4874.67987441977
156,56800,4874.876428663667
157,57100,4875.531549092077
158,57400,4875.95256840864
159,57700,4876.990634012173
160,58000,4876.701614510149
161,58300,4877.332667325297
162,58600,4877.67653369843
163,58900,4877.515892551937
164,59200,4878.319020561505
165,59500,4878.838132184055
166,59800,4878.807173130174
167,60100,4879.287918093454
168,60400,4879.8692248911475
169,60700,4879.6293640679505
170,61000,4880.201085944582
171,61300,4880.757590733045
172,61600,4881.594630274703
173,61900,4882.225309056318
174,62200,4882.569885365886
175,62500,4911.3154684912015
176,62800,4883.069804201278
177,63100,4883.408670313354
178,63400,4884.208951815622
179,63700,4884.467398593235
180,64000,4884.800091865792
181,64300,4885.363016770599
182,64600,4885.621082633825
183,64900,4886.174257691538
184,65200,4886.1575408349145
185,65500,4886.898997961795
186,65800,4887.864365180049
187,66100,4888.404251604661
188,66400,4887.340292573699
189,66700,4893.000655057644
190,67000,4888.896527253578
191,67300,4889.65304383309
192,67600,4890.048416775062
193,67900,4891.2887143899
194,68200,4891.016593405484
195,68500,4891.889094035981
196,68800,4892.104437712896
197,69100,4892.2081848502185
198,69400,4892.983372901876
199,69700,4893.503224108459
200,70000,4894.219923687497
201,70300,4894.737201117407
202,70600,4895.091141501077
203,70900,4895.548341768243
204,71200,4896.599543942521
205,71500,4874.852854349729
206,71800,4896.915180182478
207,72100,4897.307819544828
208,72400,4898.063766088545
209,72700,4898.579396095315
210,73000,4899.005935989399
211,73300,4898.98812309892
212,73600,4899.4100563980855
213,73900,4900.170512187483
214,74200,4900.8070584140205
215,74500,4901.24427738428
216,74800,4901.357541400186
217,75100,4902.468910504144
218,75400,4902.430911266601
219,75700,4903.333777524666
220,76000,4903.789838534621
221,76300,4904.33495380163
222,76600,4904.994770773549
223,76900,4906.3416736270865
224,77200,4905.897984279007
225,77500,4906.645554212265
226,77800,4906.732879195777
227,78100,4907.30903653104
228,78400,4907.868534450104
229,78700,4908.457744741994
230,79000,4908.958122301272
231,79300,4909.633559920996
232,79600,4909.905599628738
233,79900,4910.697095947127
234,80200,4911.130609607701
235,80500,4911.937888876175
236,80800,4912.609606575785
237,81100,4913.567349638103
238,81400,4913.246139150276
239,81700,4914.086912999628
240,82000,4914.667007122804
241,82300,4914.754253273822
242,82600,4915.43168740173
243,82900,4916.226658365246
244,83200,4920.200046424447
245,83500,4917.342465178703
246,83800,4917.7599712074225
247,84100,4918.379695240596
248,84400,4919.17033285431
249,84700,4919.512835978686
250,85000,4919.880414083067
251,85300,4921.293742496748
252,85600,4921.2838247160125
253,85900,4921.748307050622
254,86200,4921.815238798204
255,86500,4923.32551701116
256,86800,4924.1344177984065
257,87100,4923.947025549747
258,87400,4924.600814718711
259,87700,4925.0882659095
260,88000,4925.945001684592
261,88300,4926.401995005913
262,88600,4927.1256472494415
263,88900,4926.90679693264
264,89200,4928.835261705431
265,89500,4928.677122007998
266,89800,4929.4659841682505
267,90100,4929.815529572439
268,90400,4931.072914125996
269,90700,4931.543062910439
270,91000,4931.941232411042
271,91300,4932.5728425785865
272,91600,4933.528729776295
273,91900,4934.083199998654
274,92200,4934.698682778554
275,92500,4935.041312260414
276,92800,4935.979166765575
277,93100,4936.73755421131
278,93400,4937.299377183393
279,93700,4938.004248087492
280,94000,4938.774967467554
281,94300,4939.30576018432
282,94600,4939.369096641182
283,94900,4940.333460516906
284,95200,4941.346491310812
285,95500,4941.328747100636
286,95800,4942.397402425878
287,96100,4940.855106332553
288,96400,4944.285277420684
289,96700,4943.854124643582
290,97000,4944.940650909447
291,97300,4944.981192829517
292,97600,4946.349217178597
293,97900,4946.874996604164
294,98200,4947.84125384492
295,98500,4947.891928104381
296,98800,4948.610146350102
297,99100,4949.016810116954
298,99400,4949.999239348011
299,99700,4950.630547316874
