,,,1.25mgL,10000,1000,100
10000,14,-7
11000,16,-11
12000,6,-3
13000,6,0
14000,10,-5
15000,11,-6
16000,10,-1
17000,7,-1
18000,9,-4
19000,9,-7
20000,7,3
21000,9,2
22000,9,0
23000,10,0
24000,9,0
25000,10,3
26000,9,1
27000,11,-2
28000,14,6
29000,12,3
30000,13,3
31000,11,4
32000,13,7
33000,15,6
34000,10,1
35000,15,4
36000,16,10
37000,17,9
38000,16,10
39000,17,7
40000,19,9
41000,18,7
42000,16,7
43000,20,5
44000,20,12
45000,21,10
46000,22,12
47000,21,10
48000,21,11
49000,19,11
50000,20,12
51000,19,13
52000,18,12
53000,22,12
54000,21,16
55000,19,15
56000,21,13
57000,19,17
58000,21,18
59000,22,16
60000,21,16
61000,24,18
62000,20,17
63000,22,16
64000,23,19
65000,20,22
66000,23,22
67000,23,20
68000,22,22
69000,21,22
70000,22,23
71000,22,23
72000,23,22
73000,23,25
74000,21,27
75000,22,23
76000,21,27
77000,23,28
78000,23,28
79000,23,27
80000,23,28
81000,22,28
82000,23,29
83000,23,31
84000,24,32
85000,22,32
86000,29,33
87000,23,34
88000,22,33
89000,22,33
90000,22,33
91000,20,36
92000,23,36
93000,22,36
94000,20,38
95000,19,37
96000,21,39
97000,21,43
98000,22,40
99000,17,41
100000,22,40
101000,21,40
102000,20,43
103000,19,44
104000,19,44
105000,20,44
106000,15,48
107000,21,47
108000,19,45
