#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor
#dom_nh4no3_2,20.9,10000,300,300,4,1,1,1.01432854305411e-08
freq, real, imaginary, concentration
10000,1361,10000,0.75
10300,1456,10300,0.75
10600,1565,10600,0.75
10900,1654,10900,0.75
11200,1744,11200,0.75
11500,1848,11500,0.75
11800,1933,11800,0.75
12100,2036,12100,0.75
12400,2127,12400,0.75
12700,2209,12700,0.75
13000,2306,13000,0.75
13300,2399,13300,0.75
13600,2485,13600,0.75
13900,2593,13900,0.75
14200,2665,14200,0.75
14500,2762,14500,0.75
14800,2840,14800,0.75
15100,2927,15100,0.75
15400,3012,15400,0.75
15700,3100,15700,0.75
16000,3181,16000,0.75
16300,3274,16300,0.75
16600,3353,16600,0.75
16900,3439,16900,0.75
17200,3523,17200,0.75
17500,3610,17500,0.75
17800,3686,17800,0.75
18100,3768,18100,0.75
18400,3861,18400,0.75
18700,3937,18700,0.75
19000,4021,19000,0.75
19300,4100,19300,0.75
19600,4173,19600,0.75
19900,4261,19900,0.75
20200,4344,20200,0.75
20500,4422,20500,0.75
20800,4499,20800,0.75
21100,4580,21100,0.75
21400,4664,21400,0.75
21700,4743,21700,0.75
22000,4822,22000,0.75
22300,4903,22300,0.75
22600,4984,22600,0.75
22900,5064,22900,0.75
23200,5139,23200,0.75
23500,5220,23500,0.75
23800,5293,23800,0.75
24100,5390,24100,0.75
24400,5459,24400,0.75
24700,5533,24700,0.75
25000,5691,25000,0.75
25300,5688,25300,0.75
25600,5761,25600,0.75
25900,5840,25900,0.75
26200,5923,26200,0.75
26500,5995,26500,0.75
26800,6071,26800,0.75
27100,6143,27100,0.75
27400,6222,27400,0.75
27700,6300,27700,0.75
28000,6375,28000,0.75
28300,6447,28300,0.75
28600,6533,28600,0.75
28900,6601,28900,0.75
29200,6676,29200,0.75
29500,6752,29500,0.75
29800,6832,29800,0.75
30100,6904,30100,0.75
30400,6982,30400,0.75
30700,7055,30700,0.75
31000,7129,31000,0.75
31300,7189,31300,0.75
31600,7278,31600,0.75
31900,7350,31900,0.75
32200,7427,32200,0.75
32500,7501,32500,0.75
32800,7579,32800,0.75
33100,7651,33100,0.75
33400,7720,33400,0.75
33700,7797,33700,0.75
34000,7875,34000,0.75
34300,7945,34300,0.75
34600,8017,34600,0.75
34900,8089,34900,0.75
35200,8166,35200,0.75
35500,8239,35500,0.75
35800,8317,35800,0.75
36100,8382,36100,0.75
36400,8456,36400,0.75
36700,8526,36700,0.75
37000,8596,37000,0.75
37300,8670,37300,0.75
37600,8747,37600,0.75
37900,8818,37900,0.75
38200,8889,38200,0.75
38500,8963,38500,0.75
38800,9030,38800,0.75
39100,9105,39100,0.75
39400,9172,39400,0.75
39700,9243,39700,0.75
40000,9292,40000,0.75
40300,9387,40300,0.75
40600,9459,40600,0.75
40900,9528,40900,0.75
41200,9597,41200,0.75
41500,9670,41500,0.75
41800,9739,41800,0.75
42100,9813,42100,0.75
42400,9880,42400,0.75
42700,9948,42700,0.75
43000,10018,43000,0.75
43300,10088,43300,0.75
43600,10162,43600,0.75
43900,10226,43900,0.75
44200,10287,44200,0.75
44500,10364,44500,0.75
44800,10432,44800,0.75
45100,10502,45100,0.75
45400,10474,45400,0.75
45700,10640,45700,0.75
46000,10710,46000,0.75
46300,10767,46300,0.75
46600,10842,46600,0.75
46900,10910,46900,0.75
47200,10977,47200,0.75
47500,11046,47500,0.75
