#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor, unit
#nh4cl_large_1,20.0,1000,20,100,4,2,1,2.1318461803619654e-08,mgL
freq, real, imaginary, concentration
,freq,50.0,100.0,200.0,400.0
0,1000,1640.3812804550116,1651.0203619333738,1660.75985984679,1676.5507783210398
1,1020,1617.328646297458,1626.881018910433,1634.7575201576276,1650.0112549963653
2,1040,1605.3976735793376,1613.8795538185534,1619.6482516305105,1634.6740756224324
3,1060,1595.7900626556263,1604.1148043001451,1607.9234356580214,1623.0965207138945
4,1080,1588.9554940089668,1596.8127507806848,1601.6132560620458,1613.7576600104742
5,1100,1585.0668654878887,1591.9588228344505,1597.998785622279,1607.26366376201
6,1120,1583.6941731029667,1589.644151074045,1594.1884578078302,1603.563073269913
7,1140,1583.387001852819,1589.096523167415,1592.7358715869514,1601.7513924956966
8,1160,1585.8716308526168,1590.9030283293055,1595.010879472387,1601.9330632898875
9,1180,1589.3024961094227,1593.776510339368,1597.1523721878127,1603.8013147201746
10,1200,1594.7542549859088,1598.871964057093,1602.2799524712177,1607.891393578569
11,1220,1601.9176529031163,1605.4446800772605,1608.1436397897382,1613.451572146191
12,1240,1610.6210041188954,1613.7957499926601,1616.4219178393669,1620.671170223748
13,1260,1620.8518197723984,1623.3991757261836,1625.7632599532565,1629.5748702382302
14,1280,1632.7722624322364,1634.9096263757865,1637.0680414851872,1640.1872997870717
15,1300,1645.9811439342297,1647.7960332696045,1649.61353835494,1652.3093563691664
16,1320,1660.7041326916508,1662.0619207386799,1663.5353991794577,1665.7524911750688
17,1340,1676.3634470596712,1677.3061695160416,1678.5473944831283,1680.292008583941
18,1360,1693.845114860548,1694.4401286087289,1695.3710665267693,1696.7498988485388
19,1380,1712.363094477793,1712.630926240983,1713.313272880955,1714.292015198377
20,1400,1732.5530622062147,1732.3913470406155,1732.7780425686183,1733.3384848931107
21,1420,1753.49447976737,1753.0640120783792,1753.0817886612217,1753.5000126433245
22,1440,1775.6988806969778,1774.9743624484229,1774.8975026917783,1774.875980750625
23,1460,1799.644112779822,1798.2176930650883,1798.0281041531653,1797.5077989153751
24,1480,1824.2751460865409,1822.677540476681,1821.9323281463423,1821.4244833246516
25,1500,1850.3927224780468,1848.6654494768563,1847.4510709669075,1846.698320996774
26,1520,1877.316604094701,1875.2066163818126,1873.8126196657583,1872.8389611836844
27,1540,1905.0981571939833,1902.7080075450453,1900.9976380774517,1899.8298450563645
28,1560,1934.286055377711,1931.5548599571243,1929.5423549598925,1928.1211719835012
29,1580,1963.1640753280747,1960.1225429269014,1957.9897531165311,1956.345115874584
30,1600,1993.2763065790934,1990.0231760415102,1987.557081967813,1985.876140716359
31,1620,2023.0848615448601,2019.6675930957633,2016.983821075444,2015.1981439778315
32,1640,2052.76240095375,2048.959720171258,2046.4261696719395,2044.408526707302
33,1660,2081.733140023817,2078.1198474733355,2075.734144200409,2073.5137702140764
34,1680,2110.2020113330686,2106.290123183883,2103.343111120607,2101.312079457016
35,1700,2137.9016223484023,2133.8172824431927,2131.101958794193,2129.0319896961446
36,1720,2163.1344140148667,2159.3267491921583,2156.5118077782035,2154.4398702676804
37,1740,2187.007677028991,2183.543523425487,2180.5736444395643,2178.3386756221744
38,1760,2208.8672188634414,2205.1884774358596,2202.707034727796,2200.636206119867
39,1780,2228.3452736828526,2225.0060674214856,2222.6498732371433,2220.778294952512
40,1800,2245.1765906753967,2241.9078037663194,2239.7097168801174,2238.295817110353
41,1820,2259.4331651133793,2256.5954453919335,2254.6974854679415,2253.2174468950698
42,1840,2271.5775561905284,2268.7534255628393,2267.2771774059997,2265.9641121164263
43,1860,2279.8495633516995,2277.6275352096814,2276.146963110149,2275.2420853038266
44,1880,2286.3693287525693,2284.3702617705485,2283.217764863294,2282.4994467024776
45,1900,2290.2655731283958,2288.5316415850793,2287.688201867338,2287.1543148846877
46,1920,2291.621941679157,2290.10791309707,2289.6639350089135,2289.3009505323307
47,1940,2291.3933900005645,2289.977445111928,2289.8729028796224,2289.9153860156366
48,1960,2289.440143485123,2288.423285842314,2288.4126379282634,2288.4733956687082
49,1980,2286.161717644264,2285.3730141721185,2285.7760742560495,2285.846159448502
50,2000,2282.198375686893,2281.5792771897472,2281.67008474382,2282.140706520927
51,2020,2276.9687400063276,2276.4888357448262,2276.6522399201463,2277.3574812282077
52,2040,2271.129210024289,2270.7687206384353,2271.1928210714905,2271.8324363343595
53,2060,2264.8218550097226,2264.6031226405516,2265.187022612747,2265.767763869887
54,2080,2258.55733234562,2258.463018383567,2258.9232573139157,2259.6133072546554
55,2100,2252.1116745302284,2252.038560321881,2252.8300538584804,2253.4318328654763
56,2120,2245.4147313578665,2245.4603602953975,2246.00250677266,2246.6637205678826
57,2140,2239.5916406441643,2239.595523207889,2240.18514906048,2241.0174234176247
58,2160,2233.5598257816005,2233.42787648057,2234.1286633332184,2234.8865621984087
59,2180,2227.764259114671,2227.6602503715335,2228.2991087697683,2228.963462408445
60,2200,2222.232845660642,2222.1720010084964,2222.519551067274,2223.3272989081674
61,2220,2217.525904334966,2217.4728093036883,2218.069361453838,2218.610039445384
62,2240,2213.2723599419483,2213.1261863642444,2213.4311570171426,2214.205397701239
63,2260,2209.3272498871133,2209.227715658965,2209.5434707572845,2210.0174002855515
64,2280,2206.1009284456213,2205.8584844215957,2206.181576253225,2206.674705207784
65,2300,2203.538960847774,2203.106603122539,2203.54787172685,2204.0571530583043
66,2320,2201.1514220806334,2200.7793663826747,2201.121779214405,2201.338350941971
67,2340,2199.8408386758856,2199.2464093770204,2199.394878446265,2199.831421143307
68,2360,2199.186858080469,2198.5522960688745,2198.685376651534,2198.9309547259836
69,2380,2198.4985432344647,2197.642022021155,2197.656560874024,2198.007807189383
70,2400,2198.816046343537,2198.116398436883,2198.034180076148,2198.0915188616978
71,2420,2200.0576858376703,2199.1075283214573,2199.010748651135,2199.077030314997
72,2440,2201.649978226927,2200.5977378787843,2200.6879943147615,2201.0698634631085
73,2460,2203.798736053234,2202.782351204792,2202.441078390168,2202.3117954429113
74,2480,2206.6337659500264,2205.4544285393445,2204.893423809978,2204.8844649320245
75,2500,2209.9463891507685,2208.627024856458,2208.1604066165446,2208.0644426408717
76,2520,2214.083219384911,2212.826320291005,2212.251000041145,2211.9491851827997
77,2540,2218.510158465804,2217.0194540993803,2216.329392272639,2216.062146545044
78,2560,2223.3467640710383,2221.8411359943793,2221.0581633903557,2220.5746560370662
79,2580,2228.491531383873,2226.98572678079,2226.1127999568057,2225.6669429996814
80,2600,2234.292638660242,2232.6846517662734,2231.7285806173586,2231.333058394335
81,2620,2239.65692962106,2237.867892559575,2237.0557227865606,2236.4733377014722
82,2640,2245.1481602243557,2243.5050042549396,2242.648549012367,2241.958245943014
83,2660,2250.8815355547226,2249.1917592971945,2248.411226948621,2247.795366068262
84,2680,2256.4185615060082,2254.4705077283525,2253.748152194148,2253.166859585946
85,2700,2261.427900191886,2259.774370673991,2258.934221806856,2258.464620420672
