,,,10mgL_test2,10000,1000,100
10000,14,-7
11000,15,-9
12000,4,-2
13000,5,0
14000,9,-4
15000,10,-6
16000,7,-4
17000,7,0
18000,9,-2
19000,9,-7
20000,6,4
21000,8,2
22000,6,-1
23000,8,-1
24000,7,-1
25000,8,3
26000,8,2
27000,11,-1
28000,10,6
29000,10,3
30000,10,2
31000,10,4
32000,11,5
33000,9,4
34000,8,1
35000,9,2
36000,12,8
37000,10,7
38000,12,8
39000,12,6
40000,16,7
41000,15,7
42000,11,6
43000,12,5
44000,19,9
45000,15,10
46000,19,9
47000,15,8
48000,16,11
49000,17,10
50000,15,9
51000,18,11
52000,17,10
53000,19,9
54000,17,12
55000,18,13
56000,20,11
57000,15,14
58000,14,18
59000,21,15
60000,18,13
61000,19,17
62000,18,17
63000,19,16
64000,20,15
65000,14,18
66000,18,17
67000,20,18
68000,19,17
69000,19,20
70000,19,18
71000,20,21
72000,20,22
73000,20,21
74000,21,24
75000,18,19
76000,17,23
77000,18,22
78000,19,23
79000,19,23
80000,19,24
81000,18,24
82000,19,25
83000,18,26
84000,18,26
85000,17,25
86000,24,28
87000,17,28
88000,18,28
89000,18,27
90000,17,31
91000,14,31
92000,18,30
93000,19,31
94000,17,29
95000,17,31
96000,17,32
97000,20,33
98000,14,35
99000,15,34
100000,17,35
101000,17,37
102000,18,35
103000,14,36
104000,16,35
105000,17,36
106000,13,40
107000,16,39
108000,15,40
