,,,10mgL,10000,1000,100
10000,13,-7
11000,15,-9
12000,5,-2
13000,5,-1
14000,8,-5
15000,8,-4
16000,5,-1
17000,6,-1
18000,7,-5
19000,11,-5
20000,7,2
21000,8,3
22000,9,-2
23000,7,0
24000,7,1
25000,10,2
26000,8,2
27000,8,-2
28000,11,8
29000,9,3
30000,9,2
31000,8,3
32000,12,6
33000,12,5
34000,11,1
35000,10,3
36000,14,8
37000,13,8
38000,11,7
39000,13,5
40000,16,7
41000,14,7
42000,12,5
43000,8,9
44000,19,10
45000,16,8
46000,17,10
47000,14,7
48000,17,9
49000,15,9
50000,15,9
51000,16,12
52000,16,10
53000,16,15
54000,17,12
55000,15,13
56000,21,12
57000,17,13
58000,13,16
59000,18,14
60000,18,14
61000,19,17
62000,17,16
63000,19,13
64000,18,14
65000,19,14
66000,17,16
67000,20,16
68000,18,17
69000,18,21
70000,18,19
71000,19,21
72000,19,19
73000,18,20
74000,19,19
75000,19,21
76000,16,21
77000,19,22
78000,19,24
79000,17,23
80000,18,24
81000,17,25
82000,18,24
83000,16,24
84000,17,25
85000,19,25
86000,18,23
87000,18,29
88000,18,27
89000,19,29
90000,15,28
91000,14,29
92000,18,29
93000,19,30
94000,14,30
95000,14,30
96000,16,32
97000,18,30
98000,16,30
99000,13,32
100000,15,34
101000,17,35
102000,16,37
103000,14,35
104000,17,37
105000,16,35
106000,12,36
107000,14,35
108000,14,37
