,,,1.25mgL,10000,1000,100
10000,14,-7
11000,15,-10
12000,7,0
13000,5,0
14000,8,-4
15000,10,-6
16000,5,-3
17000,6,-1
18000,6,-2
19000,8,-7
20000,5,4
21000,7,3
22000,8,-2
23000,9,0
24000,7,-1
25000,7,-2
26000,8,1
27000,11,-1
28000,12,7
29000,10,3
30000,9,2
31000,8,2
32000,10,5
33000,8,4
34000,11,0
35000,10,6
36000,13,7
37000,9,7
38000,15,8
39000,12,6
40000,14,7
41000,12,7
42000,13,5
43000,15,5
44000,15,9
45000,13,9
46000,18,9
47000,16,9
48000,19,9
49000,14,10
50000,14,9
51000,17,12
52000,18,11
53000,13,7
54000,17,11
55000,18,12
56000,18,11
57000,15,14
58000,15,13
59000,19,13
60000,17,14
61000,19,16
62000,17,16
63000,19,13
64000,19,14
65000,15,16
66000,17,16
67000,20,16
68000,18,16
69000,17,20
70000,19,18
71000,18,21
72000,18,17
73000,19,21
74000,19,21
75000,18,19
76000,20,22
77000,17,21
78000,19,22
79000,17,22
80000,18,23
81000,17,23
82000,18,23
83000,17,26
84000,17,26
85000,18,26
86000,15,27
87000,18,27
88000,17,28
89000,17,27
90000,18,28
91000,14,26
92000,17,29
93000,17,29
94000,16,30
95000,14,30
96000,16,31
97000,16,32
98000,18,32
99000,15,33
100000,15,33
101000,14,35
102000,16,34
103000,13,36
104000,15,36
105000,16,36
106000,13,35
107000,16,38
108000,12,38
