,,,2.5mgL,10000,1000,100
10000,14,-7
11000,16,-9
12000,5,0
13000,5,0
14000,8,-5
15000,10,-6
16000,6,-3
17000,7,0
18000,7,-4
19000,8,-5
20000,6,6
21000,8,1
22000,8,-1
23000,9,-1
24000,6,0
25000,8,3
26000,8,1
27000,6,0
28000,9,6
29000,9,4
30000,9,2
31000,9,4
32000,11,3
33000,9,4
34000,7,3
35000,9,3
36000,13,7
37000,14,6
38000,14,4
39000,12,4
40000,15,7
41000,14,7
42000,10,5
43000,15,4
44000,16,6
45000,15,9
46000,17,10
47000,16,8
48000,19,9
49000,14,9
50000,16,8
51000,17,9
52000,17,11
53000,15,13
54000,16,13
55000,17,11
56000,17,13
57000,16,13
58000,15,17
59000,18,13
60000,17,15
61000,19,13
62000,16,15
63000,20,12
64000,20,15
65000,15,20
66000,19,17
67000,17,17
68000,18,16
69000,19,18
70000,18,19
71000,18,19
72000,19,18
73000,19,20
74000,17,22
75000,18,20
76000,20,19
77000,17,22
78000,18,23
79000,17,22
80000,18,23
81000,16,24
82000,19,24
83000,16,21
84000,18,24
85000,18,25
86000,15,24
87000,18,27
88000,17,28
89000,20,28
90000,18,29
91000,14,27
92000,16,30
93000,18,30
94000,17,29
95000,16,30
96000,18,31
97000,18,30
98000,14,32
99000,16,34
100000,15,33
101000,16,33
102000,17,35
103000,15,36
104000,18,37
105000,17,35
106000,17,34
107000,12,36
108000,13,37
