,,,1.25mgL,10000,1000,100
10000,14,-8
11000,15,-9
12000,5,-2
13000,5,0
14000,8,-5
15000,9,-4
16000,6,-2
17000,7,-1
18000,7,-5
19000,9,-6
20000,5,3
21000,7,4
22000,7,0
23000,8,-2
24000,7,2
25000,9,2
26000,8,0
27000,7,2
28000,9,7
29000,9,4
30000,10,4
31000,9,2
32000,11,2
33000,10,4
34000,8,0
35000,9,1
36000,14,7
37000,14,7
38000,14,8
39000,12,6
40000,15,8
41000,13,5
42000,11,5
43000,13,3
44000,18,9
45000,12,8
46000,18,8
47000,16,7
48000,16,9
49000,13,8
50000,15,9
51000,15,10
52000,16,11
53000,16,15
54000,15,10
55000,17,13
56000,22,11
57000,16,13
58000,15,13
59000,18,14
60000,18,14
61000,19,14
62000,17,16
63000,21,14
64000,19,14
65000,20,16
66000,18,16
67000,18,17
68000,19,16
69000,18,20
70000,17,18
71000,18,19
72000,18,18
73000,16,21
74000,17,17
75000,18,20
76000,18,19
77000,19,23
78000,18,21
79000,18,21
80000,18,23
81000,19,22
82000,17,25
83000,17,22
84000,18,26
85000,18,25
86000,17,28
87000,18,25
88000,18,27
89000,16,27
90000,18,26
91000,13,26
92000,17,30
93000,17,30
94000,17,29
95000,14,30
96000,18,33
97000,17,32
98000,16,32
99000,13,32
100000,16,33
101000,14,33
102000,16,35
103000,16,34
104000,17,35
105000,15,36
106000,16,39
107000,14,36
108000,14,37
