,,,5mgL,10000,1000,100
10000,13,-7
11000,15,-10
12000,6,-2
13000,4,0
14000,8,-4
15000,8,-4
16000,4,-1
17000,7,-2
18000,7,-1
19000,8,-5
20000,7,2
21000,8,2
22000,9,-2
23000,7,-1
24000,7,3
25000,8,1
26000,8,1
27000,9,-2
28000,9,5
29000,8,3
30000,9,3
31000,10,5
32000,10,5
33000,11,4
34000,8,3
35000,10,1
36000,16,8
37000,13,8
38000,15,8
39000,13,7
40000,14,7
41000,13,6
42000,11,5
43000,13,2
44000,20,7
45000,16,8
46000,15,8
47000,16,8
48000,18,9
49000,16,10
50000,14,9
51000,16,11
52000,17,10
53000,15,13
54000,17,15
55000,18,11
56000,19,11
57000,15,15
58000,12,17
59000,20,13
60000,18,15
61000,14,14
62000,18,16
63000,19,12
64000,18,15
65000,17,14
66000,18,16
67000,17,19
68000,18,16
69000,18,18
70000,18,19
71000,17,21
72000,20,21
73000,18,19
74000,16,23
75000,18,19
76000,16,22
77000,19,22
78000,19,25
79000,18,22
80000,18,23
81000,17,25
82000,19,23
83000,17,22
84000,18,25
85000,17,24
86000,21,26
87000,19,28
88000,18,27
89000,19,28
90000,18,28
91000,16,27
92000,17,30
93000,17,30
94000,17,29
95000,15,31
96000,18,31
97000,17,33
98000,14,33
99000,15,34
100000,16,33
101000,15,36
102000,15,35
103000,13,35
104000,16,34
105000,17,34
106000,14,36
107000,12,37
108000,14,37
