#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor
#large_nh4no3_9,19.7,10000,450,200,4,1,1,1.0092016396570935e-08
freq, real, imaginary, concentration
10000,3061,10000,0.625
10450,3236,10450,0.625
10900,3388,10900,0.625
11350,3550,11350,0.625
11800,3698,11800,0.625
12250,3862,12250,0.625
12700,4009,12700,0.625
13150,4184,13150,0.625
13600,4321,13600,0.625
14050,4475,14050,0.625
14500,4620,14500,0.625
14950,4781,14950,0.625
15400,4925,15400,0.625
15850,5074,15850,0.625
16300,5232,16300,0.625
16750,5370,16750,0.625
17200,5520,17200,0.625
17650,5666,17650,0.625
18100,5812,18100,0.625
18550,5964,18550,0.625
19000,6103,19000,0.625
19450,6242,19450,0.625
19900,6373,19900,0.625
20350,6528,20350,0.625
20800,6661,20800,0.625
21250,6804,21250,0.625
21700,6949,21700,0.625
22150,7092,22150,0.625
22600,7236,22600,0.625
23050,7366,23050,0.625
23500,7505,23500,0.625
23950,7649,23950,0.625
24400,7797,24400,0.625
24850,7916,24850,0.625
25300,8049,25300,0.625
25750,8184,25750,0.625
26200,8333,26200,0.625
26650,8455,26650,0.625
27100,8585,27100,0.625
27550,8718,27550,0.625
28000,8849,28000,0.625
28450,8981,28450,0.625
28900,9108,28900,0.625
29350,9235,29350,0.625
29800,9382,29800,0.625
30250,9504,30250,0.625
30700,9627,30700,0.625
31150,9750,31150,0.625
31600,9882,31600,0.625
32050,10007,32050,0.625
32500,10135,32500,0.625
32950,10259,32950,0.625
33400,10376,33400,0.625
33850,10511,33850,0.625
34300,10632,34300,0.625
34750,10748,34750,0.625
35200,10876,35200,0.625
35650,10990,35650,0.625
36100,11121,36100,0.625
36550,11237,36550,0.625
37000,11334,37000,0.625
37450,11475,37450,0.625
37900,11598,37900,0.625
38350,11713,38350,0.625
38800,11827,38800,0.625
39250,11943,39250,0.625
39700,12059,39700,0.625
40150,12175,40150,0.625
40600,12292,40600,0.625
41050,12402,41050,0.625
41500,12514,41500,0.625
41950,12629,41950,0.625
42400,12738,42400,0.625
42850,12843,42850,0.625
43300,12962,43300,0.625
43750,13075,43750,0.625
44200,13168,44200,0.625
44650,13287,44650,0.625
45100,13391,45100,0.625
45550,13503,45550,0.625
46000,13607,46000,0.625
46450,13710,46450,0.625
46900,13812,46900,0.625
47350,13917,47350,0.625
47800,14016,47800,0.625
48250,14126,48250,0.625
48700,14225,48700,0.625
49150,14326,49150,0.625
49600,14427,49600,0.625
50050,14532,50050,0.625
50500,14625,50500,0.625
50950,14720,50950,0.625
51400,14816,51400,0.625
51850,14916,51850,0.625
52300,15007,52300,0.625
52750,15103,52750,0.625
53200,15195,53200,0.625
53650,15289,53650,0.625
54100,15379,54100,0.625
54550,15492,54550,0.625
