#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor
#large_nh4no3_6,20.0,1000,200,450,4,1,1,1.0167992056591344e-08
freq, real, imaginary, concentration
75,16000,4946.021632606593,4851.836231138916,4812.739539946958
76,16200,4947.403630868783,4851.614320449443,4812.322561502706
77,16400,4947.814755728995,4853.132910765048,4812.098868251017
78,16600,4947.251802223128,4852.225333175679,4812.15040059486
79,16800,4946.858902912927,4851.805724583976,4811.99647668013
80,17000,4946.620375082612,4851.684566046032,4811.99371192186
81,17200,4947.473393478807,4851.339170576146,4811.633729265202
82,17400,4947.3347475690925,4851.165379174228,4811.64847138866
83,17600,4947.455213849597,4852.462430458434,4812.385635145859
84,17800,4947.032806748865,4851.179891570184,4811.566959508199
85,18000,4945.025286609016,4850.533758776225,4811.852542786752
86,18200,4945.74435255485,4850.710603430989,4810.612361002988
87,18400,4945.552594726491,4851.3679389096005,4811.011694847105
88,18600,4946.440596249182,4851.9985094685435,4812.005133860291
89,18800,4945.8901321927215,4852.801018023431,4812.458644198548
90,19000,4945.739324606836,4852.639539319894,4812.246516929502
91,19200,4944.213532024199,4852.057115290471,4811.724280291574
92,19400,4943.483192796936,4851.635307027537,4811.349186763322
93,19600,4943.82963881593,4851.332329761339,4811.456529179303
94,19800,4941.929519484068,4850.621320274132,4810.76680825558
95,20000,4948.879422180212,4851.619615771307,4808.413861317179
96,20200,4941.925401606448,4850.616222911009,4810.711262853793
97,20400,4941.552664016091,4850.721524480641,4811.192265460153
98,20600,4942.186788700019,4850.297887847669,4810.354513974373
99,20800,4942.6253203060105,4849.477648243429,4810.161104129753
100,21000,4942.42918178127,4849.807739143603,4809.813767209945
101,21200,4942.378498514835,4848.89662703149,4809.8992799641355
102,21400,4943.141795909081,4848.862203790361,4809.94455766776
103,21600,4943.020920201491,4848.99338849501,4809.74112004087
104,21800,4943.1297766206735,4848.386853786326,4809.416151977326
105,22000,4943.262499400987,4847.693551110148,4809.541613222125
106,22200,4942.5595449821985,4846.262701940237,4809.698022211175
107,22400,4943.31902971404,4847.24693952088,4809.488278341377
108,22600,4943.367037980159,4847.355301323496,4809.753613048877
109,22800,4943.074638868533,4846.71828760701,4809.519960449837
110,23000,4942.733020741254,4846.1796477127555,4809.610645247756
111,23200,4941.592835867586,4845.894150487094,4809.183606520002
112,23400,4940.848792606997,4845.913662868034,4809.071264665178
113,23600,4940.474920900076,4845.910245096009,4809.54224584404
114,23800,4932.805208964799,4849.621258746682,4808.476264136852
115,24000,4938.805694372624,4845.158752077094,4808.965846765424
116,24200,4938.577208525752,4845.498612345414,4809.167208108711
117,24400,4937.169519431507,4845.0896362076755,4809.082326587528
118,24600,4936.549226671944,4845.742012589431,4809.353856319148
119,24800,4934.671804333101,4845.99190300039,4808.75453740918
120,25000,4919.952722742357,4847.559221378425,4803.699809225995
121,25200,4933.095081878197,4846.072100127606,4809.436348412342
122,25400,4933.168994801908,4847.053284081396,4808.410826871038
123,25600,4931.719790684738,4846.268462235217,4809.264456819846
124,25800,4931.165306368166,4845.917874796689,4808.596685802589
125,26000,4931.469006869855,4845.708544645428,4808.631632309547
126,26200,4931.851156208054,4846.083354635179,4809.290993810916
127,26400,4933.17886252169,4847.275064023922,4809.979349484476
128,26600,4934.246229054251,4848.043122212411,4810.475514152068
129,26800,4934.127991840207,4847.905577017626,4810.568008223394
130,27000,4933.395719061245,4846.999592150526,4810.224576120033
131,27200,4934.1252098904615,4847.385046893917,4810.08002450339
132,27400,4934.004181002977,4847.3682074894905,4811.027145051964
133,27600,4935.115086121557,4847.483360724272,4810.317314642043
134,27800,4931.3876008779225,4840.7812582811375,4812.001816133031
135,28000,4935.473199551616,4847.469034571913,4810.500396621598
136,28200,4935.814725543339,4847.830783780395,4810.424190962368
137,28400,4936.033745229435,4847.842180116733,4810.935890838555
138,28600,4935.482670926177,4847.603721907418,4810.49445218524
139,28800,4935.959485884366,4847.355442631325,4810.759884399878
140,29000,4936.698933892498,4847.748390954234,4810.038442077874
141,29200,4935.411916601372,4847.0622790229545,4810.837510418558
142,29400,4940.918602534076,4849.081750715575,4811.727689588053
143,29600,4935.874593747804,4847.476436107026,4811.6372074727415
144,29800,4935.784037017595,4847.241758589836,4810.469828757627
145,30000,4936.357398444139,4846.993375986966,4811.395754859189
146,30200,4935.540096963113,4847.222712923614,4811.051034447124
147,30400,4935.410971988019,4847.520333736435,4812.054831471164
148,30600,4935.592751688413,4847.923128810324,4812.803528986515
149,30800,4935.955140464332,4847.102168189213,4812.512642614702
150,31000,4934.684637895715,4847.245820909363,4812.233036676789
151,31200,4934.772121232385,4846.980849548206,4811.6253159500075
152,31400,4933.903445263781,4847.078479462861,4812.499828485473
153,31600,4933.251693089888,4846.4689556577505,4812.320003581197
154,31800,4932.3480465923685,4846.666743176489,4812.4045093268005
155,32000,4932.692367565439,4846.542608949441,4812.714253915527
156,32200,4931.529616066024,4845.713855944203,4812.1291618796895
157,32400,4930.469705173554,4845.547073030374,4812.8206043030295
158,32600,4929.705208266786,4844.968168780054,4812.651876109795
159,32800,4928.487861730193,4844.712793614559,4812.786465377255
160,33000,4928.189129375711,4844.751214000125,4813.279112520854
161,33200,4928.462142757694,4844.194248990738,4813.0477065823
162,33400,4925.395562268259,4844.161212687131,4813.511912464602
163,33600,4923.8036087168,4843.482795790775,4813.304741804456
164,33800,4922.5679547474265,4842.395952654389,4813.038501989718
165,34000,4920.941022023669,4842.426240966429,4813.187188271414
166,34200,4920.419391088678,4842.494033668638,4814.409178606052
167,34400,4918.510635247194,4842.996806370121,4814.86424613362
168,34600,4917.026846079548,4842.234723916746,4814.622347796307
169,34800,4914.181258077323,4841.620231429863,4814.970283240502
170,35000,4912.1444645602705,4840.9326654953975,4815.073049437409
171,35200,4910.593313530994,4840.642524300844,4815.23792883307
172,35400,4911.067077401837,4839.518743891933,4815.24901027774
173,35600,4909.599378582135,4839.08330899555,4814.9973822232705
174,35800,4909.231485129993,4838.274558628242,4815.448316195578
175,36000,4909.574786157068,4838.1980733583605,4815.527052604024
176,36200,4910.603517737966,4837.504198519537,4815.758943372249
177,36400,4911.095255932971,4837.147499933943,4816.600128693395
178,36600,4911.791123152673,4836.628631520549,4816.255380040605
179,36800,4911.393046072181,4835.616166982912,4816.13334839544
180,37000,4912.918259041524,4835.858004937473,4815.570694095159
181,37200,4912.802743653671,4834.1892897434955,4816.527364207105
182,37400,4913.0552085077215,4833.425659742987,4816.28755991782
183,37600,4913.96431848583,4832.646387696091,4816.397664793085
184,37800,4913.853734210778,4831.932585736536,4816.517475376906
185,38000,4914.782416412199,4830.7592982973065,4816.324892155725
186,38200,4915.2310711998525,4830.315130653496,4817.504012883278
187,38400,4915.269168047349,4830.154109431437,4817.355336518226
188,38600,4916.642854512161,4828.856460949571,4818.59005382875
189,38800,4917.079439012311,4827.719927498346,4817.448805965046
190,39000,4917.120006413056,4826.328909876051,4817.895596064706
191,39200,4917.892133792307,4825.397473671419,4818.169905088449
192,39400,4918.029973120547,4824.707813671559,4818.2423161482175
193,39600,4919.063310070802,4824.03874319835,4818.585779733454
194,39800,4919.299768843676,4823.315777713657,4818.84993325059
195,40000,4917.831466517094,4821.445613321131,4821.9967787845335
196,40200,4918.996108270199,4821.913615516186,4818.915496833383
197,40400,4919.788658108056,4820.835676045124,4818.675156383435
198,40600,4920.073502432646,4821.034512223111,4818.592812621604
199,40800,4921.135518940923,4821.2166540588405,4819.284424308881
200,41000,4921.378068674879,4821.7258489256665,4819.864542133664
201,41200,4921.456773964218,4821.423527063932,4819.727014165809
202,41400,4921.71774293512,4821.904342577079,4819.068639353369
203,41600,4920.625022950682,4821.3769394984,4819.016988567153
204,41800,4922.077601618594,4821.479386414138,4819.86807873892
205,42000,4923.1435444216,4821.870062144769,4820.473085927548
206,42200,4923.5962577285245,4822.016838531843,4820.705529835293
207,42400,4923.714128159253,4822.7384835737985,4821.390438803247
208,42600,4924.068055638253,4822.464553074485,4821.416429629665
209,42800,4923.8919463191405,4822.276554007686,4821.046363587546
210,43000,4924.3006135658925,4822.667498943391,4821.293055158021
211,43200,4923.93489806929,4822.166184584059,4821.1620840688165
212,43400,4923.86607707176,4822.260560405833,4821.447258794204
213,43600,4923.5697576377515,4822.632923918552,4821.030173695619
214,43800,4924.97451272537,4823.167809659915,4822.000192575342
215,44000,4925.060671641474,4823.34159666323,4822.016838531843
216,44200,4924.909106108906,4824.21666388338,4822.565590858563
217,44400,4925.196959183025,4824.09584838719,4822.822681138087
218,44600,4924.814971345256,4824.251545772448,4823.037752868276
219,44800,4923.971469655159,4824.038017789788,4823.115284566027
220,45000,4925.151621383663,4824.5376986876245,4824.2885411351635
221,45200,4924.119714500066,4824.224435340243,4823.21407214005
222,45400,4918.717541203196,4828.116526515037,4819.896805986259
223,45600,4924.339983419173,4824.01044090059,4823.697378876508
224,45800,4924.357421763501,4824.7901694189795,4823.533398438896
225,46000,4923.878351337013,4824.861857477689,4824.518257623343
226,46200,4924.835594701837,4825.8615440776375,4824.98667908206
227,46400,4924.255374585296,4826.108377092274,4825.2634846597375
228,46600,4924.061198771773,4825.701496462286,4825.04899189616
229,46800,4923.621030610123,4825.686229766081,4824.547120344978
230,47000,4923.390284001667,4825.923152914468,4825.513827237328
231,47200,4922.55519082319,4826.46353399498,4825.536144013999
232,47400,4921.70393176292,4825.962098306817,4825.748459308324
233,47600,4920.802352634218,4828.666025577245,4825.036814838307
234,47800,4921.1817809621725,4827.177920725857,4825.715630484858
235,48000,4920.862895854303,4826.709325879078,4826.395267395378
236,48200,4919.878638919057,4826.64229857327,4826.817583403488
237,48400,4920.019809843019,4827.406590554485,4826.455833080021
238,48600,4918.974512231643,4827.697033660463,4826.814420969041
239,48800,4919.865846654865,4828.2930542809145,4827.721608486573
240,49000,4917.751311931537,4827.87209603885,4827.355805181696
241,49200,4916.558881403414,4828.438032152022,4826.920022900139
242,49400,4915.747719267316,4828.314426276619,4827.48508918041
243,49600,4915.67289190827,4829.26131646494,4827.666642826487
244,49800,4913.840663813354,4828.915879488199,4828.2678074128735
245,50000,4937.36324049525,4807.420944364531,4836.482516946692
246,50200,4913.0010219848955,4829.769384022367,4828.485825632461
247,50400,4911.554128475466,4829.661976014355,4829.214774963988
248,50600,4910.216745047256,4829.532126896082,4829.200511200693
249,50800,4910.350022941641,4830.739455584954,4830.47584169453
250,51000,4908.217728890582,4830.1905999498795,4829.82501560316
251,51200,4906.585865681602,4830.063317806292,4829.875739162692
252,51400,4905.491737356344,4830.987311814601,4829.57270289257
253,51600,4903.857268787574,4830.569570017975,4829.683476843151
254,51800,4902.403568997679,4831.152193556925,4830.502206968183
255,52000,4899.761116709432,4831.300308918519,4830.6961579455165
256,52200,4898.498372904417,4831.468289354187,4830.976208783041
257,52400,4895.930875370894,4831.458710488733,4831.701866894209
258,52600,4891.703523734073,4834.123959212114,4829.785196195105
259,52800,4892.073530526383,4832.302959603149,4831.356384009583
260,53000,4889.465418740173,4832.111643768859,4831.87663637033
261,53200,4886.759471796566,4832.932642466635,4832.1625793901185
262,53400,4884.9144744656,4832.803066189751,4832.130756832184
263,53600,4882.486094419756,4832.602682873529,4832.498626877786
264,53800,4879.686404066828,4832.917517111297,4832.483843957451
265,54000,4876.94557419591,4833.539693731725,4833.152355433227
266,54200,4873.339774071506,4834.200928865579,4833.636717997501
267,54400,4869.832727107551,4833.654815829601,4833.7103716059255
268,54600,4865.577649989859,4833.984109271468,4833.611889270214
269,54800,4862.062545566062,4834.1493272562075,4834.134704375406
270,55000,4858.579214232965,4835.072659425382,4834.411884272888
271,55200,4854.438543058487,4834.8614948181075,4835.335413678795
272,55400,4850.190331273931,4835.213480420836,4835.19525404672
273,55600,4829.672755510992,4852.326286479591,4815.612524077158
274,55800,4843.217019818229,4835.082429255338,4834.9642311439875
275,56000,4840.681129380555,4835.214169976708,4834.856499559757
276,56200,4839.301811440166,4835.347686408371,4834.874237178826
277,56400,4838.843552161099,4836.321264126573,4835.68361561144
278,56600,4837.233490076204,4836.480639645106,4835.762910376496
279,56800,4838.025772314644,4836.563003190869,4836.158612430665
280,57000,4838.4084809874985,4836.970730494642,4836.66022133393
281,57200,4838.735443930642,4837.129889400291,4836.6179866941675
282,57400,4838.714659447192,4837.325447322574,4836.861437412613
283,57600,4838.553950377615,4837.8482275970155,4837.215545098909
284,57800,4838.762782171309,4837.916870127907,4837.373195072513
285,58000,4840.470782762622,4838.875835518836,4837.860741895394
286,58200,4839.212512366288,4838.849315325624,4838.033680946275
287,58400,4839.2637373145935,4838.787403382743,4838.403720648319
288,58600,4840.178116140284,4839.201663009138,4838.706179408025
289,58800,4838.571517910871,4842.566684026478,4837.485835041831
290,59000,4840.270851079664,4839.289959681114,4838.835223721918
291,59200,4840.718744422415,4840.301521608019,4839.510634618804
292,59400,4840.824587242014,4840.298877776133,4839.980729222307
293,59600,4840.5387220269595,4840.2131871407555,4839.874976907428
294,59800,4840.298209491154,4839.717480698641,4839.702777930308
295,60000,4841.135500357578,4839.843915972832,4839.460919337517
296,60200,4841.306286143961,4840.604230897495,4840.3229069085555
297,60400,4841.786661982628,4841.159266284147,4840.657112503078
298,60600,4843.357079453744,4842.740527486311,4839.854494205105
299,60800,4841.982632695749,4841.551261011314,4841.050457337502
300,61000,4842.703528704632,4841.476004717021,4840.771846744296
301,61200,4842.634400438476,4841.84823143726,4841.633608136757
302,61400,4843.177672811416,4842.52883217153,4842.138612979262
303,61600,4843.473738530653,4842.613119508762,4842.808133766092
304,61800,4844.217566376046,4843.311538770843,4843.134914860424
305,62000,4843.901570403317,4843.616593065984,4843.65334255954
306,62200,4844.358559110793,4843.7349334198225,4843.793428303532
307,62400,4845.51327390167,4842.597251456039,4843.386657505678
308,62600,4845.372344980443,4843.338020809425,4849.417402607509
309,62800,4844.841184528932,4844.075816210203,4844.236188793804
310,63000,4845.166160674173,4845.336879452445,4845.001445007997
311,63200,4845.203204169346,4844.956122484234,4844.986793976512
312,63400,4845.5711451222705,4845.155429979122,4845.106163774317
313,63600,4846.013675608981,4845.475546981566,4845.515861594891
314,63800,4846.396547317684,4845.598175927197,4845.281168802733
315,64000,4846.266061619491,4845.990344043457,4845.440978957648
316,64200,4846.2299116022605,4846.019858589161,4846.282801281384
317,64400,4846.743583705536,4846.849098251217,4846.201069834719
318,64600,4847.082011557084,4846.939038552753,4846.448665695629
319,64800,4847.311702560665,4846.825925308026,4846.64868712414
320,65000,4847.7613944892055,4846.6667843737105,4846.7027499485275
321,65200,4848.175047487628,4847.4733271048535,4846.858886668192
322,65400,4848.526949981931,4848.068657006272,4847.680106445334
323,65600,4849.039508114864,4848.463251783187,4848.167413011305
324,65800,4849.587409666687,4849.471422540858,4849.05688361772
325,66000,4849.570753656024,4849.416506515575,4849.1997847632365
326,66200,4849.528309610399,4849.159985253764,4848.891652972221
327,66400,4849.73123040232,4849.205419962555,4849.577923089488
328,66600,4851.794247136127,4848.506162799562,4849.021425530722
329,66800,4850.220264726539,4849.973836015202,4849.862650770461
330,67000,4850.596541576425,4850.370583274493,4849.936087372132
331,67200,4851.1416780381915,4850.7088747140615,4850.009751414966
332,67400,4851.4283576173675,4850.522868491624,4850.690454848473
333,67600,4851.425311837155,4851.618163540842,4850.838049769511
334,67800,4852.510562881488,4851.680705086028,4851.525418303689
335,68000,4852.463842101946,4852.39160769954,4851.610040519694
336,68200,4852.414275842521,4850.972634567012,4850.99584343392
337,68400,4852.745734785375,4852.264038874876,4852.090596849206
338,68600,4852.8440797643725,4852.826539454669,4852.855021138423
339,68800,4853.272691935243,4853.484333744485,4852.51388831838
340,69000,4853.619688622329,4851.441691827336,4854.980261264126
341,69200,4853.822485027092,4853.508441581039,4853.4792037094185
342,69400,4854.506409811218,4853.688531806158,4853.659787189368
343,69600,4854.513973735922,4854.364623814557,4854.194894355472
344,69800,4855.335416975156,4854.017757037552,4854.105093481135
345,70000,4855.239742674625,4855.142867114411,4854.928003215408
346,70200,4855.480696523153,4855.060142319218,4854.99603839177
347,70400,4855.643370417158,4855.5294395733,4855.3304999947595
348,70600,4855.674044110436,4855.973484926015,4855.012981080319
349,70800,4856.058517702241,4856.052006158728,4856.02445078046
350,71000,4856.605580888479,4856.5689799063875,4856.28870575537
351,71200,4857.024795459704,4856.975770443896,4856.078614858543
352,71400,4826.206471222948,4867.966015389658,4878.148903322069
353,71600,4856.116015768311,4857.432275244361,4857.7338014183715
354,71800,4857.9228193940835,4857.623160049911,4857.470365088664
355,72000,4857.229008290974,4858.431320642558,4857.290647419855
356,72200,4858.6705799261235,4858.079361422105,4858.053039872113
357,72400,4858.6854681014265,4858.616382431974,4858.275509263775
358,72600,4859.436119793182,4858.651583026616,4857.81846447343
359,72800,4859.281866582565,4859.593887886646,4859.1529410315425
360,73000,4859.269766586744,4859.699294671018,4859.377619884386
361,73200,4859.4466490520235,4858.186922087114,4859.65796053523
362,73400,4860.273875400027,4860.555932387988,4860.098255628941
363,73600,4860.5375781963685,4860.069153677631,4860.400320128742
364,73800,4860.715525268013,4860.802635988717,4860.626092192776
365,74000,4861.011678076647,4861.021006276224,4861.434475806049
366,74200,4861.874244036275,4861.772622345583,4861.568204185384
367,74400,4861.871404292992,4861.708287810306,4861.655313237791
368,74600,4861.749900022702,4861.842193247701,4861.906657860266
369,74800,4862.289862630908,4862.20887548796,4861.822392771445
370,75000,4863.10229918498,4862.7178799436015,4863.389814191882
371,75200,4863.1151888497225,4863.265324131477,4862.937441801556
372,75400,4863.158608986512,4863.345781340627,4863.229012367355
373,75600,4863.615009934419,4863.65147903075,4863.460554683632
374,75800,4864.390934250957,4864.475779248902,4863.97145142293
375,76000,4864.617155788496,4864.469977587542,4864.112135542048
376,76200,4863.94414766146,4864.138734178182,4863.786300483463
377,76400,4865.101391535291,4865.496248377171,4865.019507866953
378,76600,4865.365952375952,4865.072931789227,4865.338440562334
379,76800,4866.2697614590725,4865.716514338863,4865.619474775827
380,77000,4869.715955902391,4864.1944196068625,4864.134075964583
381,77200,4866.04502468099,4866.456107698009,4866.153651412054
382,77400,4866.8057254962505,4866.854256211582,4866.618350015414
383,77600,4867.017873342163,4866.998200273154,4867.474413945458
384,77800,4867.692039112006,4867.374360162706,4867.190954185387
385,78000,4867.639047560202,4867.699927178872,4867.86197194008
386,78200,4868.229588589784,4868.253564925845,4867.585437706351
387,78400,4868.428137645863,4868.484996530241,4868.918488723774
388,78600,4868.753301663006,4868.74614230636,4868.643916104721
389,78800,4869.744013656354,4868.8924917979775,4869.030470602513
390,79000,4869.615901124449,4869.5145214388,4869.562894469768
391,79200,4869.996704535911,4870.307539905969,4869.875658756011
392,79400,4869.943088393076,4870.0037201421865,4869.912203193953
393,79600,4870.257466638916,4870.06834873626,4869.9515068461915
394,79800,4870.976071899529,4870.580954641772,4870.332908562011
395,80000,4869.808273709935,4873.0055012250095,4870.042058727025
396,80200,4871.622072038368,4871.430829026961,4871.6234167955345
397,80400,4871.719136482929,4872.161594329495,4872.149971813311
398,80600,4872.275809107455,4872.023970901647,4871.77393503211
399,80800,4872.787108819295,4872.709184434939,4872.6513401532375
400,81000,4873.27023491498,4872.975227671873,4873.262265892633
401,81200,4873.152725711248,4873.445311994832,4873.065529589024
402,81400,4873.327610636771,4873.916759342187,4873.806851845129
403,81600,4874.036753973497,4873.86849584452,4873.664163937368
404,81800,4874.661643787745,4873.62578761892,4873.417435531401
405,82000,4874.922407389601,4875.0674698294615,4874.332678450822
406,82200,4874.039698885327,4873.955687195898,4876.3492185798705
407,82400,4875.496042937908,4875.308320882327,4875.307224662625
408,82600,4875.91647738044,4875.97063264622,4875.771854450869
409,82800,4875.764466353362,4875.68249847378,4874.929252660954
410,83000,4876.779580805596,4876.379734886812,4876.551976044748
411,83200,4879.0345671779705,4873.633854170406,4876.432466928974
412,83400,4909.673500673829,4859.685797331145,4834.571182081252
413,83600,4877.887609641889,4878.400984378942,4877.699371249049
414,83800,4877.53391272493,4878.512115295626,4878.368059492071
415,84000,4877.814653879315,4878.673015302523,4878.5069174932605
416,84200,4877.928978693523,4879.229301192587,4879.1385661228705
417,84400,4878.527546744406,4878.117411689167,4880.593429028654
418,84600,4879.611757915969,4879.8467535153195,4879.62560815792
419,84800,4879.710369883572,4879.81271209907,4879.813012443726
420,85000,4880.5937174979335,4879.863843572036,4880.425818997495
421,85200,4881.166435871276,4880.822561868241,4881.183215151443
422,85400,4881.054444169044,4881.19677817868,4881.565788803491
423,85600,4881.797614670949,4881.966809646338,4881.577671263651
424,85800,4882.045263238112,4881.819428413332,4881.764440540807
425,86000,4882.185668698909,4882.061095166004,4882.0630982286475
426,86200,4882.833088477769,4882.3588567312,4882.846707389607
427,86400,4883.388499106523,4883.382069644668,4883.126139896078
428,86600,4883.941473647674,4883.484974184177,4884.053055914238
429,86800,4883.910526099794,4884.420823243425,4884.088408756602
430,87000,4885.962804695623,4884.821071954042,4886.501683738093
431,87200,4883.820318468568,4884.285495347823,4883.935216643182
432,87400,4884.869426562576,4884.434937363051,4884.842878047709
433,87600,4885.008183640142,4885.613437005145,4884.693970955856
434,87800,4885.627055081093,4885.778501306488,4885.743461422712
435,88000,4885.752359986609,4885.764713154896,4886.072577861479
436,88200,4886.296880617431,4886.739823792901,4886.1533522407335
437,88400,4886.775904634986,4886.854035276635,4886.280476734221
438,88600,4886.53029200162,4886.619714913996,4887.197604809525
439,88800,4887.732449923789,4887.601222470235,4887.300436951472
440,89000,4888.44439259992,4888.137606903984,4887.956884772638
441,89200,4888.458674483453,4888.726478449092,4888.366451350703
442,89400,4888.705218244008,4888.753966131061,4888.731352631785
443,89600,4889.166385340011,4889.377223196557,4888.647599650898
444,89800,4889.858018111864,4889.859613745886,4889.561571580631
445,90000,4889.827121142857,4889.913189273695,4890.045322368968
446,90200,4890.354123996744,4890.624005310596,4890.118604640279
447,90400,4890.969707303743,4890.935698694385,4890.849479797278
448,90600,4891.547296690037,4891.501242216897,4891.17606036195
449,90800,4891.668906838262,4890.080914303721,4892.383128209423
