,,,0.625mgL,10000,1000,100
10000,13,-7
11000,15,-9
12000,6,-2
13000,6,0
14000,9,-5
15000,11,-7
16000,8,-2
17000,8,0
18000,9,-2
19000,8,-5
20000,6,3
21000,8,4
22000,9,-1
23000,9,-1
24000,8,0
25000,9,3
26000,10,0
27000,12,0
28000,12,6
29000,10,3
30000,10,3
31000,11,1
32000,12,7
33000,11,4
34000,10,3
35000,12,4
36000,16,11
37000,11,7
38000,16,7
39000,14,7
40000,18,7
41000,16,8
42000,12,7
43000,17,11
44000,21,7
45000,16,8
46000,18,9
47000,18,11
48000,20,9
49000,18,11
50000,16,13
51000,17,9
52000,19,12
53000,21,14
54000,20,13
55000,18,14
56000,19,12
57000,18,15
58000,19,17
59000,21,15
60000,20,15
61000,19,18
62000,18,17
63000,22,17
64000,22,16
65000,23,18
66000,20,19
67000,20,17
68000,20,19
69000,21,21
70000,21,20
71000,19,22
72000,21,24
73000,21,21
74000,19,22
75000,19,21
76000,18,23
77000,21,24
78000,22,25
79000,19,24
80000,21,26
81000,20,24
82000,19,28
83000,19,26
84000,20,27
85000,20,28
86000,20,24
87000,20,30
88000,20,30
89000,20,32
90000,20,30
91000,19,31
92000,20,31
93000,19,35
94000,20,33
95000,18,33
96000,19,33
97000,19,38
98000,16,33
99000,18,35
100000,18,36
101000,19,34
102000,17,39
103000,15,41
104000,18,40
105000,18,40
106000,18,41
107000,14,41
108000,16,40
