#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor
#mahin_nh4no3_1,21.3,10000,300,300,4,1,1,1.01432854305411e-08
freq, real, imaginary, concentration
10000,1216,10000,0.75
10300,1344,10300,0.75
10600,1452,10600,0.75
10900,1544,10900,0.75
11200,1637,11200,0.75
11500,1734,11500,0.75
11800,1825,11800,0.75
12100,1921,12100,0.75
12400,2015,12400,0.75
12700,2101,12700,0.75
13000,2196,13000,0.75
13300,2290,13300,0.75
13600,2379,13600,0.75
13900,2478,13900,0.75
14200,2556,14200,0.75
14500,2644,14500,0.75
14800,2732,14800,0.75
15100,2818,15100,0.75
15400,2906,15400,0.75
15700,2989,15700,0.75
16000,3078,16000,0.75
16300,3163,16300,0.75
16600,3243,16600,0.75
16900,3330,16900,0.75
17200,3412,17200,0.75
17500,3494,17500,0.75
17800,3575,17800,0.75
18100,3669,18100,0.75
18400,3752,18400,0.75
18700,3832,18700,0.75
19000,3908,19000,0.75
19300,3989,19300,0.75
19600,4073,19600,0.75
19900,4151,19900,0.75
20200,4236,20200,0.75
20500,4309,20500,0.75
20800,4391,20800,0.75
21100,4469,21100,0.75
21400,4551,21400,0.75
21700,4629,21700,0.75
22000,4710,22000,0.75
22300,4791,22300,0.75
22600,4864,22600,0.75
22900,4949,22900,0.75
23200,5024,23200,0.75
23500,5105,23500,0.75
23800,5301,23800,0.75
24100,5257,24100,0.75
24400,5329,24400,0.75
24700,5408,24700,0.75
25000,5586,25000,0.75
25300,5569,25300,0.75
25600,5643,25600,0.75
25900,5720,25900,0.75
26200,5798,26200,0.75
26500,5874,26500,0.75
26800,5946,26800,0.75
27100,6018,27100,0.75
27400,6096,27400,0.75
27700,6173,27700,0.75
28000,6256,28000,0.75
28300,6328,28300,0.75
28600,6405,28600,0.75
28900,6479,28900,0.75
29200,6554,29200,0.75
29500,6625,29500,0.75
29800,6700,29800,0.75
30100,6779,30100,0.75
30400,6854,30400,0.75
30700,6927,30700,0.75
31000,6999,31000,0.75
31300,7054,31300,0.75
31600,7147,31600,0.75
31900,7220,31900,0.75
32200,7291,32200,0.75
32500,7368,32500,0.75
32800,7434,32800,0.75
33100,7511,33100,0.75
33400,7585,33400,0.75
33700,7661,33700,0.75
34000,7735,34000,0.75
34300,7805,34300,0.75
34600,7877,34600,0.75
34900,7947,34900,0.75
35200,8021,35200,0.75
35500,8095,35500,0.75
35800,8168,35800,0.75
36100,8240,36100,0.75
36400,8309,36400,0.75
36700,8381,36700,0.75
37000,8453,37000,0.75
37300,8524,37300,0.75
37600,8594,37600,0.75
37900,8665,37900,0.75
38200,8737,38200,0.75
38500,8883,38500,0.75
38800,8876,38800,0.75
39100,8949,39100,0.75
39400,9022,39400,0.75
39700,9089,39700,0.75
40000,9153,40000,0.75
40300,9231,40300,0.75
40600,9302,40600,0.75
40900,9371,40900,0.75
41200,9437,41200,0.75
41500,9510,41500,0.75
41800,9584,41800,0.75
42100,9650,42100,0.75
42400,9716,42400,0.75
42700,9785,42700,0.75
43000,9859,43000,0.75
43300,9923,43300,0.75
43600,9996,43600,0.75
43900,10063,43900,0.75
44200,10128,44200,0.75
44500,10198,44500,0.75
44800,10264,44800,0.75
45100,10334,45100,0.75
45400,10310,45400,0.75
45700,10472,45700,0.75
46000,10538,46000,0.75
46300,10597,46300,0.75
46600,10670,46600,0.75
46900,10735,46900,0.75
47200,10803,47200,0.75
47500,10874,47500,0.75
47800,10940,47800,0.75
48100,11005,48100,0.75
48400,11070,48400,0.75
48700,11134,48700,0.75
49000,11203,49000,0.75
49300,11271,49300,0.75
49600,11334,49600,0.75
49900,11398,49900,0.75
50200,11466,50200,0.75
50500,11532,50500,0.75
50800,11597,50800,0.75
51100,11658,51100,0.75
51400,11726,51400,0.75
51700,11785,51700,0.75
52000,11853,52000,0.75
52300,11917,52300,0.75
52600,11948,52600,0.75
52900,12046,52900,0.75
53200,12111,53200,0.75
53500,12175,53500,0.75
53800,12240,53800,0.75
54100,12300,54100,0.75
54400,12361,54400,0.75
54700,12424,54700,0.75
55000,12495,55000,0.75
55300,12549,55300,0.75
55600,12414,55600,0.75
55900,12677,55900,0.75
56200,12739,56200,0.75
56500,12800,56500,0.75
56800,12864,56800,0.75
57100,12926,57100,0.75
57400,12986,57400,0.75
57700,13053,57700,0.75
58000,13109,58000,0.75
58300,13169,58300,0.75
58600,13230,58600,0.75
58900,13281,58900,0.75
59200,13353,59200,0.75
59500,13413,59500,0.75
59800,13475,59800,0.75
60100,13537,60100,0.75
60400,13594,60400,0.75
60700,13655,60700,0.75
61000,13717,61000,0.75
61300,13776,61300,0.75
61600,13835,61600,0.75
61900,13893,61900,0.75
62200,13950,62200,0.75
62500,14402,62500,0.75
62800,14069,62800,0.75
63100,14130,63100,0.75
63400,14187,63400,0.75
63700,14246,63700,0.75
64000,14306,64000,0.75
64300,14364,64300,0.75
64600,14422,64600,0.75
64900,14482,64900,0.75
65200,14534,65200,0.75
65500,14597,65500,0.75
65800,14652,65800,0.75
66100,14708,66100,0.75
66400,14766,66400,0.75
66700,14826,66700,0.75
67000,14883,67000,0.75
67300,14937,67300,0.75
67600,14995,67600,0.75
67900,15050,67900,0.75
68200,15111,68200,0.75
68500,15165,68500,0.75
68800,15217,68800,0.75
69100,15272,69100,0.75
69400,15329,69400,0.75
69700,15386,69700,0.75
70000,15438,70000,0.75
70300,15496,70300,0.75
70600,15553,70600,0.75
70900,15603,70900,0.75
71200,15659,71200,0.75
71500,15596,71500,0.75
71800,15767,71800,0.75
72100,15818,72100,0.75
72400,15870,72400,0.75
72700,15925,72700,0.75
73000,15979,73000,0.75
73300,16033,73300,0.75
73600,16085,73600,0.75
73900,16137,73900,0.75
74200,16190,74200,0.75
74500,16238,74500,0.75
74800,16293,74800,0.75
75100,16342,75100,0.75
75400,16393,75400,0.75
75700,16446,75700,0.75
76000,16495,76000,0.75
76300,16545,76300,0.75
76600,16594,76600,0.75
76900,16576,76900,0.75
77200,16693,77200,0.75
77500,16740,77500,0.75
77800,16790,77800,0.75
78100,16837,78100,0.75
78400,16886,78400,0.75
78700,16936,78700,0.75
79000,16980,79000,0.75
79300,17027,79300,0.75
79600,17076,79600,0.75
79900,17126,79900,0.75
80200,17171,80200,0.75
80500,17214,80500,0.75
80800,17264,80800,0.75
81100,17299,81100,0.75
81400,17348,81400,0.75
81700,17395,81700,0.75
82000,17437,82000,0.75
82300,17482,82300,0.75
82600,17526,82600,0.75
82900,17570,82900,0.75
83200,17655,83200,0.75
83500,17652,83500,0.75
83800,17694,83800,0.75
84100,17737,84100,0.75
84400,17776,84400,0.75
84700,17819,84700,0.75
85000,17859,85000,0.75
85300,17898,85300,0.75
85600,17938,85600,0.75
85900,17979,85900,0.75
86200,18015,86200,0.75
86500,18055,86500,0.75
86800,18091,86800,0.75
87100,18133,87100,0.75
87400,18170,87400,0.75
87700,18208,87700,0.75
88000,18246,88000,0.75
88300,18281,88300,0.75
88600,18316,88600,0.75
88900,18362,88900,0.75
89200,18385,89200,0.75
89500,18420,89500,0.75
89800,18454,89800,0.75
90100,18488,90100,0.75
90400,18520,90400,0.75
90700,18554,90700,0.75
91000,18601,91000,0.75
91300,18625,91300,0.75
91600,18652,91600,0.75
91900,18685,91900,0.75
92200,18718,92200,0.75
92500,18748,92500,0.75
92800,18776,92800,0.75
93100,18807,93100,0.75
93400,18833,93400,0.75
93700,18866,93700,0.75
94000,18896,94000,0.75
94300,18922,94300,0.75
94600,18951,94600,0.75
94900,18979,94900,0.75
95200,19015,95200,0.75
95500,19034,95500,0.75
95800,19057,95800,0.75
96100,19093,96100,0.75
96400,19110,96400,0.75
96700,19136,96700,0.75
97000,19161,97000,0.75
97300,19186,97300,0.75
97600,19208,97600,0.75
97900,19232,97900,0.75
98200,19254,98200,0.75
98500,19274,98500,0.75
98800,19300,98800,0.75
99100,19322,99100,0.75
99400,19344,99400,0.75
99700,19365,99700,0.75
10000,1712,10000,1.5
10300,1824,10300,1.5
10600,1945,10600,1.5
10900,2037,10900,1.5
11200,2137,11200,1.5
11500,2247,11500,1.5
11800,2342,11800,1.5
12100,2440,12100,1.5
12400,2550,12400,1.5
12700,2640,12700,1.5
