#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor, unit
#nh4no3_3,20.0,1000,200,450,4,2,1,1.0152170736012073e-08,mgL
freq, real, imaginary, concentration
,freq,800.0,400.0,200.0,100.0,50.0
0,1000,3175.0732195912437,3213.287705780698,3200.5984428506863,3183.3235659977872,3168.97045904206
1,1200,3266.9064365454205,3279.2499575627558,3274.4827337777083,3268.12381829384,3264.088212332845
2,1400,3637.3142730951054,3636.0877682855257,3636.452107935245,3638.017487661373,3641.9017318337424
3,1600,4229.937924955672,4221.264502631048,4226.054737525507,4233.927080575343,4244.795876883555
4,1800,4742.421714466587,4737.684111342159,4741.267074178523,4747.146550363534,4756.13451592832
5,2000,4785.816569796472,4787.024949131668,4786.874053028573,4786.341141195054,4789.403330581189
6,2200,4657.827273864399,4659.209440195769,4658.375835631857,4657.251752810675,4659.483753416193
7,2400,4615.415348303704,4615.7338044961325,4615.948370274514,4616.350448084013,4620.436384203026
8,2600,4696.466984363721,4695.188235171591,4696.848899731462,4698.881514464439,4704.662575397639
9,2800,4794.997201651557,4794.552139820517,4795.242337380232,4797.047012005397,4801.835579919192
10,3000,4802.006412283626,4802.253720422242,4802.239617991756,4802.638848690726,4805.717265866279
11,3200,4766.885058459232,4767.062638217234,4766.960144067692,4767.2680036871125,4770.142481160603
12,3400,4751.252612716676,4751.3835983071485,4751.684529771166,4752.315800875524,4755.264043356553
13,3600,4774.773439013086,4774.505740196785,4774.870984926141,4775.96339913022,4780.076167810475
14,3800,4805.123851528868,4805.338750195762,4805.438902000141,4806.270030686779,4810.001119317746
15,4000,4803.451641914257,4803.525504381759,4803.662609052992,4803.579167041598,4806.596391503077
16,4200,4788.076949038137,4788.195582300894,4788.32234878225,4788.805638273649,4791.199859615344
17,4400,4781.951137091912,4781.406257700238,4781.90828820907,4782.709438406591,4785.375279022978
18,4600,4794.751632032356,4794.514949014952,4795.159270884109,4796.041533830145,4799.325211718898
19,4800,4808.382261358171,4808.371782907455,4808.602800227807,4809.079962892635,4812.131224387844
20,5000,4804.414948725137,4804.149267476385,4804.637279852525,4804.861110989129,4807.372147860621
21,5200,4794.504998292538,4794.700548157762,4794.675685619489,4795.194726607224,4797.757370153986
22,5400,4792.379327524782,4792.304690532508,4792.749506846394,4793.0936912685365,4795.574282799882
23,5600,4800.161926483945,4800.1575433853595,4800.527253500307,4800.944299547696,4803.833168043893
24,5800,4808.440068804844,4808.461456369733,4808.857472939686,4809.5499462522175,4811.780832977685
25,6000,4806.743952333187,4807.25569032979,4805.980982080867,4807.578890701673,4809.765691632261
26,6200,4798.834117651995,4799.4412020762775,4799.714057542989,4799.985717143474,4802.366664198653
27,6400,4796.640870720322,4796.772205220767,4796.778962198265,4797.168753901073,4799.499923976839
28,6600,4802.982444656365,4802.7563525772175,4803.015641772524,4803.94228688478,4805.84254624712
29,6800,4808.737222815361,4808.779782671949,4809.1129484344065,4809.529994654054,4811.716130561304
30,7000,4808.273750551498,4808.45706195526,4808.809306478527,4809.165010228268,4811.628043019995
31,7200,4806.721151168282,4806.255034621578,4807.126750153272,4806.872048945217,4809.877285378615
32,7400,4804.647539572192,4804.75806292604,4804.941269783461,4805.34305029303,4807.636749347732
33,7600,4807.266922922764,4807.266413389573,4807.570032282999,4808.488315842884,4810.001492084154
34,7800,4809.512474145024,4809.145734041636,4809.583245334587,4810.030883554578,4811.82852038671
35,8000,4808.634331996339,4808.51387515795,4808.654501652034,4808.845340929643,4810.473650236423
36,8200,4806.0927874301715,4805.783459680321,4806.097907642996,4806.906391406797,4808.273847939246
37,8400,4805.997188338746,4806.209068923123,4806.219796423343,4806.69064710519,4808.272736573537
38,8600,4808.636114021038,4808.780567750606,4808.984248481712,4809.578859310532,4811.342721744275
39,8800,4809.600554479975,4810.038539762645,4809.768925625689,4810.819791316368,4811.814896088221
40,9000,4807.658017391739,4807.5391799439885,4807.955060793561,4808.813936814292,4810.657735459497
41,9200,4806.767303260057,4806.799291148304,4807.024649580674,4807.5968939994955,4809.209083236772
42,9400,4806.79718493026,4806.779928927459,4807.260453580804,4807.5945576822505,4809.537035017241
43,9600,4808.870699628711,4808.8920184386625,4809.143876936878,4809.730055062235,4811.3872621801975
44,9800,4809.778535899969,4809.774252554615,4809.996628923047,4810.744530413439,4812.301682020149
45,10000,4808.577130628964,4808.90104463315,4809.063885911093,4809.0392807039725,4811.303973719126
46,10200,4806.14610137544,4806.356273659935,4806.374045793577,4807.0556293988075,4808.510958820075
47,10400,4806.503943990315,4806.675275108852,4806.81513365971,4806.907553339621,4809.115166600321
48,10600,4808.836567199715,4808.834641684747,4808.877278629061,4809.653675630897,4810.902067682659
49,10800,4810.898332190217,4810.842352488621,4810.731018595141,4810.92414800619,4812.549154050992
50,11000,4810.343424196478,4810.650925398456,4810.608946916065,4811.290589194459,4812.422929183006
51,11200,4810.099360601903,4810.087402715793,4810.217045870401,4810.577077967013,4812.250707075917
52,11400,4809.909300988788,4809.432350068716,4809.870902977143,4810.591919467188,4812.041420107278
53,11600,4810.316459056523,4810.493762733131,4810.587685581081,4811.045692776517,4812.722999459652
54,11800,4810.611425319924,4810.706800882155,4810.722808284728,4810.856037382807,4812.39228197862
55,12000,4810.328298194228,4810.067014295498,4810.8056304985685,4810.5873356262255,4812.520417146926
56,12200,4809.530269846822,4810.917956533446,4811.185146922782,4811.4314938939115,4812.736372963747
