#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor, unit
#nh4no3_3,20.0,1000,200,450,4,2,1,1.0152170736012073e-08,mgL
freq, real, imaginary, concentration
1000,-23444,1000,800.0
1200,-14013,1200,800.0
1400,-6750,1400,800.0
1600,-2895,1600,800.0
1800,-2775,1800,800.0
2000,-3489,2000,800.0
2200,-3232,2200,800.0
2400,-2421,2400,800.0
2600,-1578,2600,800.0
2800,-1351,2800,800.0
3000,-1335,3000,800.0
3200,-1106,3200,800.0
3400,-751,3400,800.0
3600,-379,3600,800.0
3800,-220,3800,800.0
4000,-114,4000,800.0
4200,82,4200,800.0
4400,322,4400,800.0
4600,556,4600,800.0
4800,680,4800,800.0
5000,815,5000,800.0
5200,963,5200,800.0
5400,1141,5400,800.0
5600,1318,5600,800.0
5800,1431,5800,800.0
6000,1531,6000,800.0
6200,1670,6200,800.0
6400,1827,6400,800.0
6600,1975,6600,800.0
6800,2079,6800,800.0
7000,2184,7000,800.0
7200,2299,7200,800.0
7400,2419,7400,800.0
7600,2540,7600,800.0
7800,2637,7800,800.0
8000,2741,8000,800.0
8200,2828,8200,800.0
8400,2964,8400,800.0
8600,3069,8600,800.0
8800,3159,8800,800.0
9000,3256,9000,800.0
9200,3359,9200,800.0
9400,3459,9400,800.0
9600,3557,9600,800.0
9800,3669,9800,800.0
10000,3730,10000,800.0
10200,3855,10200,800.0
10400,3945,10400,800.0
10600,4030,10600,800.0
10800,4114,10800,800.0
11000,4198,11000,800.0
11200,4288,11200,800.0
11400,4375,11400,800.0
11600,4462,11600,800.0
11800,4545,11800,800.0
12000,4633,12000,800.0
12200,4733,12200,800.0
12400,4797,12400,800.0
12600,4881,12600,800.0
12800,4964,12800,800.0
13000,5049,13000,800.0
13200,5133,13200,800.0
13400,5215,13400,800.0
13600,5296,13600,800.0
13800,5372,13800,800.0
14000,5452,14000,800.0
14200,5538,14200,800.0
14400,5618,14400,800.0
14600,5697,14600,800.0
14800,5764,14800,800.0
15000,5849,15000,800.0
15200,5926,15200,800.0
15400,6002,15400,800.0
15600,6078,15600,800.0
15800,6152,15800,800.0
16000,6228,16000,800.0
16200,6308,16200,800.0
16400,6408,16400,800.0
16600,6453,16600,800.0
16800,6526,16800,800.0
17000,6604,17000,800.0
17200,6676,17200,800.0
17400,6752,17400,800.0
17600,6821,17600,800.0
17800,6889,17800,800.0
18000,6963,18000,800.0
18200,7040,18200,800.0
18400,7117,18400,800.0
18600,7185,18600,800.0
18800,7254,18800,800.0
19000,7323,19000,800.0
19200,7392,19200,800.0
