#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor, unit
#nh4no3_1,20.0,1000,200,450,4,1,1,1.0152170736012073e-08,mgL
freq, real, imaginary, concentration
,freq,50.0,100.0,200.0,400.0,800.0
0,1000,177.330,177.303,177.300,177.300,177.360
1,1200,174.477,174.367,174.349,174.342,174.543
2,1400,165.731,165.036,164.918,164.826,165.886
3,1600,140.370,136.226,135.054,134.458,140.091
4,1800,138.268,134.111,132.769,132.057,137.070
5,2000,145.518,142.749,141.892,141.363,144.180
6,2200,141.972,138.935,137.891,137.287,139.991
7,2400,131.576,127.446,125.926,125.072,128.411
8,2600,118.215,112.895,110.922,109.779,113.546
9,2800,114.330,109.071,107.018,105.889,109.254
10,3000,113.909,108.915,106.944,105.837,108.761
11,3200,110.210,105.260,103.208,102.151,104.725
12,3400,104.826,99.714,97.457,96.510,98.942
13,3600,99.292,94.400,92.195,91.114,93.291
14,3800,97.066,92.366,90.392,89.472,91.176
15,4000,95.852,91.475,89.327,88.425,89.986
16,4200,93.760,89.359,87.737,86.675,88.118
17,4400,90.898,86.774,85.051,84.122,85.348
18,4600,88.518,84.586,82.863,81.969,83.059
19,4800,87.543,83.758,82.101,81.236,82.206
20,5000,86.772,82.920,81.380,80.619,81.447
21,5200,85.360,81.825,80.363,79.572,80.277
22,5400,83.995,80.600,79.160,78.364,79.037
23,5600,82.744,79.479,78.091,77.349,77.944
24,5800,82.156,78.994,77.649,76.916,77.442
25,6000,81.665,78.617,77.329,76.586,77.102
26,6200,80.928,78.016,76.758,76.068,76.522
27,6400,80.030,77.209,75.972,75.308,75.694
28,6600,79.259,76.545,75.385,74.753,75.093
29,6800,78.917,76.258,75.150,74.530,74.828
30,7000,78.541,76.025,74.898,74.282,74.563
31,7200,78.209,75.702,74.587,73.997,74.269
32,7400,77.726,75.310,74.236,73.678,73.899
33,7600,77.312,74.947,73.932,73.391,73.585
34,7800,77.075,74.774,73.774,73.220,73.429
35,8000,76.830,74.617,73.623,73.045,73.242
36,8200,76.584,74.196,73.435,72.955,73.115
37,8400,76.169,74.061,73.113,72.615,72.752
38,8600,75.914,73.840,72.929,72.443,72.570
39,8800,75.762,73.750,72.854,72.397,72.474
40,9000,75.563,73.605,72.701,72.261,72.336
41,9200,75.350,73.432,72.567,72.097,72.188
42,9400,75.135,73.256,72.410,71.963,72.040
43,9600,74.974,73.142,72.320,71.850,71.947
44,9800,74.890,73.070,72.171,71.716,71.758
45,10000,74.618,72.981,72.157,71.675,71.685
46,10200,74.619,72.828,71.970,71.530,71.560
47,10400,74.348,72.651,71.891,71.534,71.549
48,10600,74.223,72.594,71.854,71.445,71.484
49,10800,74.142,72.535,71.799,71.417,71.441
50,11000,74.059,72.487,71.784,71.381,71.400
51,11200,73.984,72.427,71.719,71.346,71.355
52,11400,73.879,72.365,71.665,71.276,71.299
53,11600,73.787,72.305,71.621,71.249,71.244
54,11800,73.707,72.247,71.571,71.231,71.218
55,12000,73.630,72.208,71.539,71.183,71.179
56,12200,73.633,72.247,71.627,71.138,71.087
57,12400,73.509,72.117,71.400,71.106,71.069
58,12600,73.451,72.070,71.430,71.083,71.071
59,12800,73.399,72.057,71.419,71.078,71.066
60,13000,73.297,72.000,71.388,71.048,71.025
61,13200,73.265,71.953,71.343,71.024,70.989
62,13400,73.195,71.915,71.318,70.985,70.962
63,13600,73.166,71.885,71.298,70.988,70.954
64,13800,73.133,71.868,71.293,70.988,70.958
65,14000,73.076,71.852,71.273,70.969,70.929
66,14200,73.024,71.817,71.247,70.951,70.911
67,14400,72.973,71.777,71.222,70.912,70.884
68,14600,72.906,71.765,71.211,70.927,70.902
69,14800,72.918,71.769,71.222,70.924,70.872
70,15000,72.885,71.754,71.198,70.921,70.873
71,15200,72.863,71.751,71.198,70.915,70.875
72,15400,72.811,71.730,71.205,70.919,70.876
73,15600,72.800,71.717,71.189,70.903,70.864
74,15800,72.767,71.695,71.183,70.914,70.859
75,16000,72.773,71.692,71.187,70.911,70.850
76,16200,72.719,71.657,71.165,70.906,70.852
77,16400,72.745,71.636,71.172,70.869,70.884
78,16600,72.679,71.678,71.182,70.907,70.873
79,16800,72.658,71.648,71.170,70.914,70.874
80,17000,72.632,71.646,71.162,70.905,70.854
81,17200,72.634,71.647,71.174,70.918,70.864
82,17400,72.590,71.621,71.172,70.921,70.877
83,17600,72.584,71.643,71.178,70.928,70.893
84,17800,72.583,71.650,71.187,70.937,70.888
85,18000,72.559,71.631,71.182,70.931,70.894
86,18200,72.547,71.629,71.188,70.949,70.895
87,18400,72.524,71.605,71.166,70.924,70.882
88,18600,72.507,71.609,71.172,70.944,70.891
89,18800,72.507,71.619,71.195,70.963,70.900
90,19000,72.502,71.628,71.200,70.971,70.922
91,19200,72.521,71.638,71.211,70.984,70.923
92,19400,72.497,71.628,71.217,70.992,70.942
93,19600,72.462,71.605,71.232,71.023,70.947
94,19800,72.495,71.622,71.219,70.999,70.958
95,20000,72.435,71.510,70.996,70.776,70.748
96,20200,72.472,71.632,71.232,71.011,70.948
97,20400,72.475,71.649,71.222,71.028,70.956
98,20600,72.455,71.644,71.262,71.055,70.998
99,20800,72.453,71.663,71.252,71.059,70.983
100,21000,72.449,71.644,71.278,71.078,71.009
101,21200,72.449,71.669,71.285,71.079,71.028
102,21400,72.450,71.670,71.296,71.092,71.040
103,21600,72.446,71.675,71.300,71.110,71.056
104,21800,72.437,71.676,71.309,71.107,71.057
105,22000,72.437,71.685,71.318,71.124,71.073
106,22200,72.440,71.702,71.335,71.146,71.093
107,22400,72.430,71.696,71.334,71.137,71.085
108,22600,72.435,71.714,71.354,71.161,71.106
109,22800,72.438,71.710,71.359,71.175,71.116
110,23000,72.434,71.721,71.390,71.200,71.139
111,23200,72.437,71.733,71.388,71.206,71.145
112,23400,72.435,71.746,71.402,71.213,71.156
113,23600,72.445,71.750,71.412,71.231,71.176
114,23800,72.240,71.494,71.265,70.972,71.129
115,24000,72.444,71.761,71.423,71.246,71.194
116,24200,72.419,71.778,71.422,71.260,71.190
117,24400,72.424,71.765,71.450,71.287,71.230
118,24600,72.446,71.800,71.454,71.274,71.226
119,24800,72.455,71.814,71.496,71.311,71.245
