#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor, unit
#nh4cl_small_4,20.0,1000,20,100,4,2,1,2.1318461803619654e-08,mgL
freq, real, imaginary, concentration
,freq,50.0,100.0,200.0,400.0
36,1720,3958.610395514407,2904.153152865165,2467.1566711515293,2371.3078316520514
37,1740,3972.8313580681015,2901.7578797766696,2473.6089660967596,2379.1148502543747
38,1760,3975.8244467357817,2892.045159957025,2476.1214627840827,2383.959572953958
39,1780,3968.454534795005,2881.516454429608,2475.083551614862,2385.4111345270917
40,1800,3945.6933959212347,2867.462687971181,2471.189132969892,2383.4241322077683
41,1820,3923.3111971522594,2848.667518641943,2467.938616528415,2379.601816327425
42,1840,3895.8445784469836,2826.2227332799107,2460.2216570021565,2374.2087761372895
43,1860,3854.6524525540954,2806.197908611017,2450.4886603914347,2366.068055762161
44,1880,3814.625837804811,2781.818493110398,2440.043613514156,2357.501578640885
45,1900,3776.6486690537267,2756.8985491679477,2427.9204659674183,2348.0985672800175
46,1920,3727.663766461906,2735.2663498490133,2415.9730736621777,2337.7915999061893
47,1940,3689.876407005754,2710.19265484138,2403.6780631072907,2327.4196461767565
48,1960,3643.013197221392,2687.630164645353,2390.9543603906354,2317.0148871911124
49,1980,3601.442570496021,2666.397580642001,2378.807268185317,2306.7053603956338
50,2000,3560.4411253186686,2644.4119915099436,2366.7633873220925,2296.7072794781707
51,2020,3519.6782404138403,2626.1762403759553,2355.544425447424,2286.9118986586604
52,2040,3483.6578586175,2605.2116176383515,2344.3582476370084,2277.6092055454446
53,2060,3445.0021073399416,2589.595097122269,2334.256310907616,2268.7547099304957
54,2080,3413.8233253673216,2571.335118638624,2324.570966935916,2260.603589230355
55,2100,3380.413509228269,2557.6615312436566,2315.9004976237716,2253.293884099421
56,2120,3351.4927466832796,2541.970986843099,2307.3719002280754,2245.9710018608803
57,2140,3323.6269003005505,2530.604396867151,2300.591685610706,2240.251292193385
58,2160,3299.60580069864,2517.5435246606353,2293.976836764514,2234.5077242605394
59,2180,3275.117592104041,2508.2127573637304,2288.5839403261343,2230.073626245203
60,2200,3252.791483971945,2497.9784511012463,2283.0804852066854,2225.8323698244226
61,2220,3234.6646564769917,2489.775956703106,2279.476080877694,2222.840029792848
62,2240,3214.2544145204224,2483.8792629139953,2276.2646771037016,2220.501903398399
63,2260,3200.618667135109,2476.3348726442946,2273.6845354529196,2218.699748291646
64,2280,3186.105734109126,2472.04908651613,2272.2734436920923,2217.659478941172
65,2300,3172.743076062078,2468.7942395952236,2271.5050572312525,2217.812122699501
66,2320,3164.1199409585493,2464.6774312618627,2271.4916102631655,2218.173656984695
67,2340,3154.2071032878293,2463.9014663993617,2272.298086122125,2219.47836512713
68,2360,3146.40754664092,2463.876072829065,2274.3825488785596,2221.6948430602274
69,2380,3142.7055551484655,2462.387990304548,2276.108432996449,2223.9383902153913
70,2400,3136.4836532667423,2464.5008377601903,2279.2846995872874,2227.256663291949
71,2420,3132.681162304786,2466.4486957728204,2283.0899852647995,2231.5427853396473
72,2440,3132.3245166283973,2469.416926767407,2288.1206679595707,2235.3645331869516
73,2460,3131.20462004046,2472.0202546342884,2292.2504989050867,2241.164717298422
74,2480,3128.393114387877,2475.857196446797,2297.325657756538,2246.3355198501636
75,2500,3129.359977246061,2479.4325074714434,2302.5016147344054,2251.925805173817
76,2520,3130.9498331507352,2483.360275967316,2308.080503175687,2257.659257302788
77,2540,3131.2180143428236,2487.2750444201397,2313.4376514398637,2263.4728902184265
78,2560,3129.642329218635,2491.8044290332614,2318.998375328137,2269.053997869929
79,2580,3130.0530530353267,2495.8310594882046,2324.1524467688128,2274.852882635478
80,2600,3131.153932533512,2499.361731293838,2329.5180342426447,2280.354950076593
81,2620,3130.696579698276,2501.4456033603306,2333.7300338806026,2285.1074626927716
82,2640,3128.3438155613317,2504.155744795273,2337.86683799887,2289.8678743643413
83,2660,3124.4025516554825,2506.4292373483836,2341.8326237369733,2294.236121669559
84,2680,3120.9322324525847,2507.6298958793163,2344.8392300788378,2298.0541311280626
85,2700,3116.344994841814,2507.9520202806407,2347.2317256903057,2301.0590209365505
86,2720,3110.932582931601,2507.74288207197,2349.2260337490256,2303.656211861629
87,2740,3103.8006915727656,2506.9946517745566,2350.6883244259257,2305.5533681117795
88,2760,3094.560802230011,2505.8984499608673,2351.1171059442627,2306.8801177531277
89,2780,3085.2515788720216,2503.827936187551,2351.2315272894048,2307.885310271484
90,2800,3075.587339263271,2500.8550200203613,2350.569936232477,2308.0805814091664
91,2820,3065.7931959596226,2497.932622504472,2349.868556922594,2307.912889450007
92,2840,3054.3517880710106,2494.3734047017883,2348.5019994929344,2307.3295685975495
93,2860,3043.4270576975155,2490.1285524142395,2346.653625345123,2306.406924579574
94,2880,3031.3248735841103,2486.374993372933,2344.782990936318,2305.0873336194395
95,2900,3018.3169463377953,2481.7303452884275,2342.541239459903,2303.27641767742
96,2920,3006.441956012132,2477.441169377699,2340.1649160475977,2301.6672449716066
97,2940,2994.0309247160253,2472.777973191149,2337.448757984849,2299.5111726233613
98,2960,2981.035733969647,2468.4267475798024,2334.7985387813346,2297.4546852756043
99,2980,2968.4431366334893,2463.849259349078,2331.979685511942,2295.2470813088757
