#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor, unit
#nh4cl_small_4,20.0,1000,20,100,4,2,1,2.1318461803619654e-08,mgL
freq, real, imaginary, concentration
1000,-22680,1000,50.0
1020,-22125,1020,50.0
1040,-21534,1040,50.0
1060,-20921,1060,50.0
1080,-20225,1080,50.0
1100,-19432,1100,50.0
1120,-18678,1120,50.0
1140,-17999,1140,50.0
1160,-17209,1160,50.0
1180,-16473,1180,50.0
1200,-15749,1200,50.0
1220,-15022,1220,50.0
1240,-14297,1240,50.0
1260,-13640,1260,50.0
1280,-12946,1280,50.0
1300,-12329,1300,50.0
1320,-11714,1320,50.0
1340,-11121,1340,50.0
1360,-10567,1360,50.0
1380,-10057,1380,50.0
1400,-9581,1400,50.0
1420,-9139,1420,50.0
1440,-8742,1440,50.0
1460,-8377,1460,50.0
1480,-8051,1480,50.0
1500,-7778,1500,50.0
1520,-7541,1520,50.0
1540,-7356,1540,50.0
1560,-7209,1560,50.0
1580,-7099,1580,50.0
1600,-7036,1600,50.0
1620,-7002,1620,50.0
1640,-7008,1640,50.0
1660,-7048,1660,50.0
1680,-7115,1680,50.0
1700,-7203,1700,50.0
1720,-7319,1720,50.0
1740,-7450,1740,50.0
1760,-7598,1760,50.0
1780,-7751,1780,50.0
1800,-7920,1800,50.0
1820,-8084,1820,50.0
1840,-8253,1840,50.0
1860,-8424,1860,50.0
1880,-8588,1880,50.0
1900,-8743,1900,50.0
1920,-8897,1920,50.0
1940,-9036,1940,50.0
1960,-9173,1960,50.0
1980,-9290,1980,50.0
2000,-9403,2000,50.0
2020,-9499,2020,50.0
2040,-9589,2040,50.0
2060,-9667,2060,50.0
2080,-9732,2080,50.0
2100,-9784,2100,50.0
2120,-9832,2120,50.0
2140,-9862,2140,50.0
2160,-9887,2160,50.0
2180,-9900,2180,50.0
2200,-9907,2200,50.0
2220,-9908,2220,50.0
2240,-9898,2240,50.0
2260,-9881,2260,50.0
2280,-9858,2280,50.0
2300,-9827,2300,50.0
2320,-9794,2320,50.0
2340,-9755,2340,50.0
2360,-9713,2360,50.0
2380,-9671,2380,50.0
2400,-9627,2400,50.0
2420,-9580,2420,50.0
2440,-9532,2440,50.0
2460,-9493,2460,50.0
2480,-9453,2480,50.0
2500,-9416,2500,50.0
2520,-9384,2520,50.0
2540,-9357,2540,50.0
2560,-9334,2560,50.0
2580,-9317,2580,50.0
2600,-9306,2600,50.0
2620,-9307,2620,50.0
2640,-9310,2640,50.0
2660,-9319,2660,50.0
2680,-9332,2680,50.0
2700,-9355,2700,50.0
2720,-9382,2720,50.0
2740,-9410,2740,50.0
2760,-9441,2760,50.0
2780,-9478,2780,50.0
2800,-9517,2800,50.0
2820,-9550,2820,50.0
2840,-9588,2840,50.0
2860,-9625,2860,50.0
2880,-9661,2880,50.0
2900,-9699,2900,50.0
2920,-9731,2920,50.0
2940,-9762,2940,50.0
2960,-9790,2960,50.0
2980,-9818,2980,50.0
1000,-25830,1000,100.0
1020,-25340,1020,100.0
1040,-24764,1040,100.0
1060,-24098,1060,100.0
1080,-23369,1080,100.0
1100,-22697,1100,100.0
1120,-22109,1120,100.0
1140,-21394,1140,100.0
1160,-20629,1160,100.0
