#, session_id, temperature, start_freq, increment, num_increments, num_avg, v_range, pga_gain, gain_factor, unit
#temp_1,20.0,1000,20,100,4,2,1,2.1318461803619654e-08,mgL
freq, real, imaginary, concentration
1000,-21013,1000,21.0
1020,-20300,1020,21.0
1040,-19533,1040,21.0
1060,-18732,1060,21.0
1080,-17887,1080,21.0
1100,-17011,1100,21.0
1120,-16141,1120,21.0
1140,-15267,1140,21.0
1160,-14398,1160,21.0
1180,-13535,1180,21.0
1200,-12684,1200,21.0
1220,-11851,1220,21.0
1240,-11045,1240,21.0
1260,-10262,1260,21.0
1280,-9508,1280,21.0
1300,-8788,1300,21.0
1320,-8095,1320,21.0
1340,-7441,1340,21.0
1360,-6816,1360,21.0
1380,-6239,1380,21.0
1400,-5682,1400,21.0
1420,-5171,1420,21.0
1440,-4702,1440,21.0
1460,-4277,1460,21.0
1480,-3883,1480,21.0
1500,-3531,1500,21.0
1520,-3219,1520,21.0
1540,-2958,1540,21.0
1560,-2735,1560,21.0
1580,-2554,1580,21.0
1600,-2411,1600,21.0
1620,-2309,1620,21.0
1640,-2232,1640,21.0
1660,-2195,1660,21.0
1680,-2192,1680,21.0
1700,-2215,1700,21.0
1720,-2254,1720,21.0
1740,-2324,1740,21.0
1760,-2407,1760,21.0
1780,-2504,1780,21.0
1800,-2610,1800,21.0
1820,-2718,1820,21.0
1840,-2833,1840,21.0
1860,-2949,1860,21.0
1880,-3061,1880,21.0
1900,-3172,1900,21.0
1920,-3275,1920,21.0
1940,-3371,1940,21.0
1960,-3451,1960,21.0
1980,-3529,1980,21.0
2000,-3590,2000,21.0
2020,-3640,2020,21.0
2040,-3679,2040,21.0
2060,-3702,2060,21.0
2080,-3723,2080,21.0
2100,-3728,2100,21.0
2120,-3725,2120,21.0
2140,-3706,2140,21.0
2160,-3683,2160,21.0
2180,-3655,2180,21.0
2200,-3619,2200,21.0
2220,-3577,2220,21.0
2240,-3524,2240,21.0
2260,-3466,2260,21.0
2280,-3406,2280,21.0
2300,-3336,2300,21.0
2320,-3267,2320,21.0
2340,-3190,2340,21.0
2360,-3115,2360,21.0
2380,-3035,2380,21.0
2400,-2966,2400,21.0
2420,-2885,2420,21.0
2440,-2800,2440,21.0
2460,-2732,2460,21.0
2480,-2657,2480,21.0
2500,-2589,2500,21.0
